locality,country,stateprovince,county,latitude,longitude,correction status,precision,error polygon,multiple results,uuid
nevati mission,peru,pasco,oxapampa,-10.416667,-74.833333,no,Low(37),,"-10.416667,-74.833333,MISSION|Unavailable|Unavailable|Low(37),-10.363616,-74.839435,NEVATI|Unavailable|Unavailable|Low(36)",f0e0fcac-930d-4ff4-996f-b1083daeada2
maripa,venezuela,bolivar,sucre,10.026597,-63.729187,no,High(81),,"10.026597,-63.729187,MARIPA|Unavailable|Unavailable|High(81),11.283333,-72,MARIPA|Unavailable|Unavailable|High(81),7.422101,-65.184478,MARIPA|Unavailable|Unavailable|High(81),7.415373,-65.189607,MARIPA|Unavailable|Unavailable|High(81)",a9bbadac-e324-4b39-8c4c-8d980292b5db
"aroa, bolivar railroad",venezuela,aragua,mario briceno iragorry,10.479314,-67.643522,no,Low(34),,"10.479314,-67.643522,AROA|Unavailable|Unavailable|Low(34)",3013d866-d024-43e9-aa5d-5ed6727e353e
"madeira river, auara igarape",brazil,amazonas,borba,-3.486389,-42.5075,no,Low(37),,"-3.486389,-42.5075,MADEIRA|Unavailable|Unavailable|Low(37),-7.6,-36,MADEIRA|Unavailable|Unavailable|Low(37),-10.333333,-65.333333,MADEIRA|Unavailable|Unavailable|Low(37),-20.067173,-44.298357,IGARAPE|Unavailable|Unavailable|Low(37),-4.286657,-42.988257,MADEIRA|Unavailable|Unavailable|Low(37),-7.59453,-37.541018,MADEIRA|Unavailable|Unavailable|Low(37)",403111dd-822a-4b8f-a571-02f9c8a0c481
penas blancas,nicaragua,rivas,tola,11.218207,-85.613588,no,High(88),,"11.218207,-85.613588,PENAS BLANCAS|Unavailable|Unavailable|High(88)",422d0dbe-b116-4e18-afea-b97e0dcb65f9
la gloria,mexico,oaxaca,juchitan,17.9,-95.916667,no,High(84),,"17.9,-95.916667,LA GLORIA|Unavailable|Unavailable|High(84),16.796251,-94.614855,LA GLORIA|Unavailable|Unavailable|High(84),17.9,-95.916667,GLORIA|Unavailable|Unavailable|Low(36)",52216a02-4554-4360-ab6c-b3f3444a2deb
buena vista,bolivia,santa cruz,ichilo,-18.6,-59.333333,no,High(86),,"-18.6,-59.333333,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456653,-63.658771,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456592,-63.658756,BUENA VISTA|Unavailable|Unavailable|High(86)",64c7561d-2b12-4487-b319-eb7edf09c18b
"alto san miguel, 30 kilometers south of medellin, headwaters of medellin river",colombia,antioquia,caldas,5.980726,-75.563591,no,High(83),,"5.980726,-75.563591,Distance South of MEDELLIN|Unavailable|Unavailable|High(83),6.063222,-75.576386,ALTO SAN MIGUEL|Unavailable|Unavailable|Low(45),6.5,-75.183333,ALTO SAN MIGUEL|Unavailable|Unavailable|Low(45),6.129167,-74.948611,SAN MIGUEL|Unavailable|Unavailable|Low(40),5.775724,-74.712278,SAN MIGUEL|Unavailable|Unavailable|Low(40),6.65,-75.883333,SAN MIGUEL|Unavailable|Unavailable|Low(40),5.666036,-75.915447,SAN MIGUEL|Unavailable|Unavailable|Low(40),6.975556,-75.625,SAN MIGUEL|Unavailable|Unavailable|Low(40),6.766667,-75.801389,SAN MIGUEL|Unavailable|Unavailable|Low(40),6.255208,-75.55691,SAN MIGUEL|Unavailable|Unavailable|Low(40),6.405833,-74.901944,SAN MIGUEL|Unavailable|Unavailable|Low(40),6.279335,-75.619088,SAN MIGUEL|Unavailable|Unavailable|Low(40)",0793a3aa-8ab3-4258-8407-9a8873ac571b
buena vista,bolivia,santa cruz,ichilo,-18.6,-59.333333,no,High(86),,"-18.6,-59.333333,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456653,-63.658771,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456592,-63.658756,BUENA VISTA|Unavailable|Unavailable|High(86)",dafb9f74-e59d-47e6-80c7-d9d0334af660
tapajos river,brazil,para,igarape mirim,-5.316667,-39.183333,no,Low(37),,"-5.316667,-39.183333,TAPAJOS|Unavailable|Unavailable|Low(37)",b0a8f589-f404-43be-a115-a9a6b413749d
cherangangi hills,kenya,,,,,no,,,,4fbb915c-7221-4e3a-93ed-9c92ea5d77e4
buena vista,bolivia,santa cruz,ichilo,-18.6,-59.333333,no,High(86),,"-18.6,-59.333333,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456653,-63.658771,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456592,-63.658756,BUENA VISTA|Unavailable|Unavailable|High(86)",5af8a21f-db78-48d3-9b05-0d1a8166767b
finca el cipres,guatemala,escuintla,tiquisate,13.996667,-90.675556,no,High(90),,"13.996667,-90.675556,FINCA EL CIPRES|Unavailable|Unavailable|High(90)",5dd252fb-cb9a-45c1-8e28-2965cb6b9b90
"umarituba, negro river, caiary - vaupes, tatu",brazil,amazonas,sao gabriel do cachoeira,0.066667,-67.25,no,Low(39),,"0.066667,-67.25,UMARITUBA|Unavailable|Unavailable|Low(39),-0.35,-66.55,UMARITUBA|Unavailable|Unavailable|Low(39),1.783333,-67.366667,UMARITUBA|Unavailable|Unavailable|Low(39),-6.591667,-62.398889,CAIARY|Unavailable|Unavailable|Low(36)",46c814d2-0e2c-4b23-ba6a-dbf7947222c1
san jose,mexico,tamaulipas,,24.402146,-99.541585,no,High(83),,"24.402146,-99.541585,SAN JOSE|Unavailable|Unavailable|High(83),24.677613,-99.078666,SAN JOSE|Unavailable|Unavailable|High(83),26.052465,-98.71098,SAN JOSE|Unavailable|Unavailable|High(83),24.239723,-99.534819,SAN JOSE|Unavailable|Unavailable|High(83),25.015546,-98.099664,SAN JOSE|Unavailable|Unavailable|High(83),26.78289,-99.314866,SAN JOSE|Unavailable|Unavailable|High(83),24.021238,-99.243353,SAN JOSE|Unavailable|Unavailable|High(83),23.045475,-99.230361,SAN JOSE|Unavailable|Unavailable|High(83),24.912714,-98.548322,SAN JOSE|Unavailable|Unavailable|High(83),24.967891,-98.577839,SAN JOSE|Unavailable|Unavailable|High(83),24.823039,-98.387336,SAN JOSE|Unavailable|Unavailable|High(83),25.618528,-97.359264,SAN JOSE|Unavailable|Unavailable|High(83),25.116667,-98.533333,SAN JOSE|Unavailable|Unavailable|High(83),23.45,-99.05,SAN JOSE|Unavailable|Unavailable|High(83),25.326196,-98.546885,SAN JOSE|Unavailable|Unavailable|High(83),25.486517,-98.321637,SAN JOSE|Unavailable|Unavailable|High(83),23.816667,-99,SAN JOSE|Unavailable|Unavailable|High(83),27.067055,-99.452462,SAN JOSE|Unavailable|Unavailable|High(83),27.410739,-99.532223,SAN JOSE|Unavailable|Unavailable|High(83),27.524864,-99.608365,SAN JOSE|Unavailable|Unavailable|High(83),24.889534,-98.858369,SAN JOSE|Unavailable|Unavailable|High(83),26.05,-98,SAN JOSE|Unavailable|Unavailable|High(83),22.4,-99.05,SAN JOSE|Unavailable|Unavailable|High(83),23.15,-99.566667,SAN JOSE|Unavailable|Unavailable|High(83),26.033333,-98.133333,SAN JOSE|Unavailable|Unavailable|High(83),25.683333,-97.783333,SAN JOSE|Unavailable|Unavailable|High(83),24.033333,-98.866667,SAN JOSE|Unavailable|Unavailable|High(83),25.916667,-98.9,SAN JOSE|Unavailable|Unavailable|High(83)",db71116a-67c1-4b07-8f57-368daa95033a
tocantins river,brazil,para,baiao,-2.783333,-67.783333,no,Low(39),,"-2.783333,-67.783333,TOCANTINS|Unavailable|Unavailable|Low(39),-21.166667,-43.033333,TOCANTINS|Unavailable|Unavailable|Low(39),-10.5,-48,TOCANTINS|Unavailable|Unavailable|Low(39),-21.2,-42.983333,TOCANTINS|Unavailable|Unavailable|Low(39)",ad9b2ea3-7b97-4d65-ad88-63c8d5b9beca
el real,panama,darien,pinogana,8.109913,-77.734384,no,High(82),,"8.109913,-77.734384,EL REAL|Unavailable|Unavailable|High(82),8.106976,-77.724211,EL REAL|Unavailable|Unavailable|High(82)",aef95565-8ae3-4262-99d0-6657b83fb32a
hacienda island,mexico,sinaloa,escuinapa,25.733333,-108.133333,no,Low(38),,"25.733333,-108.133333,HACIENDA|Unavailable|Unavailable|Low(38),24.733333,-107.333333,HACIENDA|Unavailable|Unavailable|Low(38)",bdf67cd7-0b0f-4ccf-83cd-32fcc6cf6080
canelos,ecuador,pastaza,pastaza,-1.589411,-77.757602,no,High(82),,"-1.589411,-77.757602,CANELOS|Unavailable|Unavailable|High(82)",0c3d3be5-bf35-40f5-bf7a-9f73ecfc042d
bonda,colombia,magdalena,santa marta,11.230923,-74.122587,no,High(80),,"11.230923,-74.122587,BONDA|Unavailable|Unavailable|High(80)",a15b8270-b8e2-49d2-b105-a47fbaea75a3
salina garrapatera,mexico,oaxaca,tehuantepec,24.933333,-108.133333,no,Low(36),,"24.933333,-108.133333,SALINA|Unavailable|Unavailable|Low(36),28.3,-106.1,SALINA|Unavailable|Unavailable|Low(36)",c4eb6995-220f-4fbd-aafc-c9a1ba82deda
"madeira river, auara igarape",brazil,amazonas,borba,-3.486389,-42.5075,no,Low(37),,"-3.486389,-42.5075,MADEIRA|Unavailable|Unavailable|Low(37),-7.6,-36,MADEIRA|Unavailable|Unavailable|Low(37),-10.333333,-65.333333,MADEIRA|Unavailable|Unavailable|Low(37),-20.067173,-44.298357,IGARAPE|Unavailable|Unavailable|Low(37),-4.286657,-42.988257,MADEIRA|Unavailable|Unavailable|Low(37),-7.59453,-37.541018,MADEIRA|Unavailable|Unavailable|Low(37)",8ebb6338-8dad-430d-9cbc-ac01f77a06bc
"santiago river mouth, at mid maranon river",peru,loreto,alto amazonas,-4.416667,-77.633333,no,Low(44),,"-4.416667,-77.633333,SANTIAGO RIVER|Unavailable|Unavailable|Low(44),-4.551037,-79.856844,SANTIAGO|Unavailable|Unavailable|Low(38),-14.813611,-74.643608,SANTIAGO|Unavailable|Unavailable|Low(38),-4.416667,-77.633333,SANTIAGO|Unavailable|Unavailable|Low(38),-13.4225,-72.128611,SANTIAGO|Unavailable|Unavailable|Low(38),-13.066667,-74.3,SANTIAGO|Unavailable|Unavailable|Low(38),-12.5,-74.2,SANTIAGO|Unavailable|Unavailable|Low(38),-9.579975,-76.435838,SANTIAGO|Unavailable|Unavailable|Low(38),-12.095555,-76.230413,SANTIAGO|Unavailable|Unavailable|Low(38),-10.592915,-76.534525,SANTIAGO|Unavailable|Unavailable|Low(38),-13.601639,-73.175558,SANTIAGO|Unavailable|Unavailable|Low(38),-14.203889,-75.728889,SANTIAGO|Unavailable|Unavailable|Low(38),-5.057685,-79.866377,SANTIAGO|Unavailable|Unavailable|Low(38),-14.016667,-73.116667,SANTIAGO|Unavailable|Unavailable|Low(38),-14.189221,-75.71265,SANTIAGO|Unavailable|Unavailable|Low(38),-4.423326,-73.454202,MARANON|Unavailable|Unavailable|Low(37),-8.75,-76.666667,MARANON|Unavailable|Unavailable|Low(37)",e5634812-849e-442e-b234-92e393af4778
hacienda island,mexico,sinaloa,escuinapa,25.733333,-108.133333,no,Low(38),,"25.733333,-108.133333,HACIENDA|Unavailable|Unavailable|Low(38),24.733333,-107.333333,HACIENDA|Unavailable|Unavailable|Low(38)",88407e65-2087-4f45-b109-16163c973621
several km. s. of confluence of rio de la passion and rio salinas. near shore campsite along rio salinas.,guatemala,petén,,16.466667,-90.55,no,Low(41),,"16.466667,-90.55,RIO SALINAS|Unavailable|Unavailable|Low(41),15.216667,-90.566667,RIO SALINAS|Unavailable|Unavailable|Low(41),15.983333,-90.633333,SALINAS|Unavailable|Unavailable|Low(37),14.530278,-92.161111,SALINAS|Unavailable|Unavailable|Low(37)",174d6052-3468-4a3c-97e4-8b9f10cc7b70
tocantins river,brazil,para,mocajuba,-5.133541,-48.570436,yes,Low(39),,"-2.783333,-67.783333,TOCANTINS|Unavailable|Unavailable|Low(39),-21.166667,-43.033333,TOCANTINS|Unavailable|Unavailable|Low(39),-10.5,-48,TOCANTINS|Unavailable|Unavailable|Low(39),-21.2,-42.983333,TOCANTINS|Unavailable|Unavailable|Low(39)",1246ddba-70a0-4fd6-b31a-4ce406f4f04f
cherangangi hills,kenya,,,,,no,,,,446d0bc8-aafa-4e3b-909e-a9d34836feb8
hacienda island,mexico,sinaloa,escuinapa,25.733333,-108.133333,no,Low(38),,"25.733333,-108.133333,HACIENDA|Unavailable|Unavailable|Low(38),24.733333,-107.333333,HACIENDA|Unavailable|Unavailable|Low(38)",8813c1eb-4ca2-43e3-82d0-43352a779960
tocantins river,brazil,para,baiao,-5.174573,-48.703645,yes,Low(39),,"-2.783333,-67.783333,TOCANTINS|Unavailable|Unavailable|Low(39),-21.166667,-43.033333,TOCANTINS|Unavailable|Unavailable|Low(39),-10.5,-48,TOCANTINS|Unavailable|Unavailable|Low(39),-21.2,-42.983333,TOCANTINS|Unavailable|Unavailable|Low(39)",521cb4b8-b24f-44d5-bd52-c92a09492e22
buena vista,bolivia,santa cruz,ichilo,-18.6,-59.333333,no,High(86),,"-18.6,-59.333333,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456653,-63.658771,BUENA VISTA|Unavailable|Unavailable|High(86),-17.456592,-63.658756,BUENA VISTA|Unavailable|Unavailable|High(86)",84b9d00f-2063-4980-94f6-4fbddcbc0da8
los limones,mexico,sinaloa,san ignacio,25.495874,-107.513018,no,High(86),,"25.495874,-107.513018,LOS LIMONES|Unavailable|Unavailable|High(86),25.04413,-107.470049,LOS LIMONES|Unavailable|Unavailable|High(86),23.387213,-106.385852,LIMONES|Unavailable|Unavailable|Low(37)",e27e534d-49dd-4316-b184-c07576e521f7
hacienda island,mexico,sinaloa,escuinapa,25.733333,-108.133333,no,Low(38),,"25.733333,-108.133333,HACIENDA|Unavailable|Unavailable|Low(38),24.733333,-107.333333,HACIENDA|Unavailable|Unavailable|Low(38)",5541c45d-c0fd-4cb0-8c33-35c7578e4e85
tocantins river,brazil,para,mocajuba,-5.2115,-48.908266,yes,Low(39),,"-2.783333,-67.783333,TOCANTINS|Unavailable|Unavailable|Low(39),-21.166667,-43.033333,TOCANTINS|Unavailable|Unavailable|Low(39),-10.5,-48,TOCANTINS|Unavailable|Unavailable|Low(39),-21.2,-42.983333,TOCANTINS|Unavailable|Unavailable|Low(39)",92df0a9a-a973-4c23-b68d-c2439769e450
"rosarinho, sampaio lake, madeira river",brazil,amazonas,manicore,-5.905,-61.439444,yes,Low(39),,"-5.875278,-61.390278,ROSARINHO|Unavailable|Unavailable|Low(39),-5.905,-61.439444,ROSARINHO|Unavailable|Unavailable|Low(39)",dfff3925-f5d1-4fb3-9d6c-d14bc796c346
elgeyo forest,kenya,,,,,no,,,,1a806da0-1c35-493a-a06c-b9439e229d2d
"tegucigalpa, archaga",honduras,francisco morazan,distrito central,14.25,-87.166667,yes,Low(41),,"14.1,-87.216667,TEGUCIGALPA|Unavailable|Unavailable|Low(41),15.633333,-88.25,TEGUCIGALPA|Unavailable|Unavailable|Low(41),15.133333,-87.466667,TEGUCIGALPA|Unavailable|Unavailable|Low(41),14.25,-87.166667,TEGUCIGALPA|Unavailable|Unavailable|Low(41)",b26d74e0-ede8-4349-a248-bbfbf949b446
"tapanti, orosi",costa rica,cartago,paraiso,9.768421,-83.800367,no,Low(37),,"9.768421,-83.800367,TAPANTI|Unavailable|Unavailable|Low(37),9.796168,-83.853832,OROSI|Unavailable|Unavailable|Low(35)",ea81d75a-686f-44fa-af8c-ae27756e904d
iquitos,peru,loreto,maynas,-3.749125,-73.253828,no,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",e3b69502-8e65-4620-a01b-19b700ced839
finca el espino,guatemala,suchitepequez,mazatenango,14.35,-91.533333,no,High(90),,"14.35,-91.533333,FINCA EL ESPINO|Unavailable|Unavailable|High(90)",3bf9fa8c-e57b-4c4f-b06c-49c40a84e74b
"tegucigalpa, la cueva archaga",honduras,francisco morazan,distrito central,15.133333,-87.466667,no,Low(41),,"15.133333,-87.466667,TEGUCIGALPA|Unavailable|Unavailable|Low(41),14.25,-87.166667,TEGUCIGALPA|Unavailable|Unavailable|Low(41),14.1,-87.216667,TEGUCIGALPA|Unavailable|Unavailable|Low(41),15.633333,-88.25,TEGUCIGALPA|Unavailable|Unavailable|Low(41),13.933333,-86.433333,LA CUEVA|Unavailable|Unavailable|Low(38),13.840833,-87.122222,LA CUEVA|Unavailable|Unavailable|Low(38),13.45,-86.933333,LA CUEVA|Unavailable|Unavailable|Low(38),14.1,-88.333333,LA CUEVA|Unavailable|Unavailable|Low(38),14.883333,-88.866667,LA CUEVA|Unavailable|Unavailable|Low(38),13.669722,-87.725278,LA CUEVA|Unavailable|Unavailable|Low(38),15.216667,-88.55,LA CUEVA|Unavailable|Unavailable|Low(38),13.783333,-87.466667,LA CUEVA|Unavailable|Unavailable|Low(38),14.75,-88.95,LA CUEVA|Unavailable|Unavailable|Low(38),13.843611,-87.708611,CUEVA|Unavailable|Unavailable|Low(35),14.183333,-88.766667,CUEVA|Unavailable|Unavailable|Low(35)",7f4d0b1a-70e9-4aae-bdb8-94ce08417d27
caparo,trinidad and tobago,trinidad,caroni county,10.45699,-61.321921,no,High(81),,"10.45699,-61.321921,CAPARO|Unavailable|Unavailable|High(81)",c0bb5d5d-4a23-4f81-9c9b-3ea67d8d4d13
"lagarto, upper ucayali river",peru,loreto,requena,-5.034118,-73.785468,yes,Low(37),,"-5.866667,-74.616667,LAGARTO|Unavailable|Unavailable|Low(37),-4.466667,-73.4,UCAYALI|Unavailable|Unavailable|Low(37),-2.155736,-74.628652,LAGARTO|Unavailable|Unavailable|Low(37),-7.166667,-75.25,UCAYALI|Unavailable|Unavailable|Low(37)",9ea2ebe8-5dac-4f1f-b6a2-40acaea6f67a
"rio tapajos, tauary",brazil,,,-3.096606,-55.124392,yes,Low(41),,"-2.4,-54.683333,RIO TAPAJOS|Unavailable|Unavailable|Low(41),-5.316667,-39.183333,TAPAJOS|Unavailable|Unavailable|Low(37),-1.116667,-47.066667,TAUARY|Unavailable|Unavailable|Low(36)",13ee467a-490f-46b4-b9fc-6838e12a782c
guacharaca,ecuador,esmeraldas,,0.728726,-79.04488,yes,,,,9cf36782-2621-4723-b156-03797138f6df
bandeiro de melo,brazil,bahia,,-13.056638,-40.829563,yes,Low(34),,"-0.783333,-47,MELO|Unavailable|Unavailable|Low(34),-6.381719,-36.212834,MELO|Unavailable|Unavailable|Low(34)",62e322c4-dd8e-48a9-b0d7-b66fc0a45847
"santa rosa, upper ucayali river",peru,loreto,requena,-6.7,-74.233333,yes,Low(40),,"-3.676859,-71.755978,SANTA ROSA|Unavailable|Unavailable|Low(40),-6.484005,-74.383658,SANTA ROSA|Unavailable|Unavailable|Low(40),-4.366111,-77.210833,SANTA ROSA|Unavailable|Unavailable|Low(40),-6.7,-74.233333,SANTA ROSA|Unavailable|Unavailable|Low(40),-5.239672,-75.619196,SANTA ROSA|Unavailable|Unavailable|Low(40),-3.750883,-76.415037,SANTA ROSA|Unavailable|Unavailable|Low(40),-4.222575,-69.960428,SANTA ROSA|Unavailable|Unavailable|Low(40),-3.563615,-72.178543,SANTA ROSA|Unavailable|Unavailable|Low(40),-3.474444,-72.953611,SANTA ROSA|Unavailable|Unavailable|Low(40),-4.016667,-74.316667,SANTA ROSA|Unavailable|Unavailable|Low(40),-3.065812,-73.230276,SANTA ROSA|Unavailable|Unavailable|Low(40),-2.734358,-70.244902,SANTA ROSA|Unavailable|Unavailable|Low(40),-4.98395,-73.792025,SANTA ROSA|Unavailable|Unavailable|Low(40),-5.811946,-76.192388,SANTA ROSA|Unavailable|Unavailable|Low(40),-7.166667,-75.25,UCAYALI|Unavailable|Unavailable|Low(37),-4.466667,-73.4,UCAYALI|Unavailable|Unavailable|Low(37),-3.68942,-73.24046,SANTA|Unavailable|Unavailable|Low(35),-3.871852,-73.452476,SANTA|Unavailable|Unavailable|Low(35)",aa23cf7d-f00c-4292-a711-c7fbe675381e
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",99b86d0f-ae76-41f8-8082-e8cf4c0a5bc1
iquitos,peru,loreto,maynas,-3.749125,-73.253828,no,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",8576f5c3-f943-438f-9d31-2f5e7a01ac7a
coco river,nicaragua,region autonomista atlantico norte,,14.997513,-83.138092,no,High(85),,"14.997513,-83.138092,COCO RIVER|Unavailable|Unavailable|High(85),12.088535,-85.895456,COCO|Unavailable|Unavailable|Low(34)",b00036bf-0418-4e49-b995-09e7a822fe4c
iquitos,peru,loreto,maynas,-3.749125,-73.253828,no,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",defbb1f1-0d6b-43ef-8cff-bbd8091f9458
"santiago river mouth, at mid maranon river",peru,loreto,alto amazonas,-4.416667,-77.633333,no,Low(44),,"-4.416667,-77.633333,SANTIAGO RIVER|Unavailable|Unavailable|Low(44),-4.551037,-79.856844,SANTIAGO|Unavailable|Unavailable|Low(38),-14.813611,-74.643608,SANTIAGO|Unavailable|Unavailable|Low(38),-4.416667,-77.633333,SANTIAGO|Unavailable|Unavailable|Low(38),-13.4225,-72.128611,SANTIAGO|Unavailable|Unavailable|Low(38),-13.066667,-74.3,SANTIAGO|Unavailable|Unavailable|Low(38),-12.5,-74.2,SANTIAGO|Unavailable|Unavailable|Low(38),-9.579975,-76.435838,SANTIAGO|Unavailable|Unavailable|Low(38),-12.095555,-76.230413,SANTIAGO|Unavailable|Unavailable|Low(38),-10.592915,-76.534525,SANTIAGO|Unavailable|Unavailable|Low(38),-13.601639,-73.175558,SANTIAGO|Unavailable|Unavailable|Low(38),-14.203889,-75.728889,SANTIAGO|Unavailable|Unavailable|Low(38),-5.057685,-79.866377,SANTIAGO|Unavailable|Unavailable|Low(38),-14.016667,-73.116667,SANTIAGO|Unavailable|Unavailable|Low(38),-14.189221,-75.71265,SANTIAGO|Unavailable|Unavailable|Low(38),-4.423326,-73.454202,MARANON|Unavailable|Unavailable|Low(37),-8.75,-76.666667,MARANON|Unavailable|Unavailable|Low(37)",f9971caa-df41-4377-ae67-fc6a53879221
"tapajos river, limoal",brazil,pará,,-3.557775,-55.18492,yes,Low(37),,"-5.316667,-39.183333,TAPAJOS|Unavailable|Unavailable|Low(37)",2fbe8fec-0176-4af4-90bf-84433d9457d8
montanas de temban,ecuador,esmeraldas,,0.539052,-78.604826,yes,,,,b708a1bb-632b-4166-a723-da0a55a66c7f
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",71c67e3e-407d-45cb-a00a-b73f157cf2df
