"uuid","genus","specificepithet","locality","country","stateprovince","county","datecollected","longitude","latitude","flags"
"452d4333-3cc1-4eee-959d-f50a84ed6184","puma","concolor","glendora","united states","california","los angeles","1991-08-11","-117.85494719366714","34.136005696895964","[""idigbio_georeference""]"
"b3704eed-6063-48f9-8199-54e44de321e6","puma","concolor","reimal creek, 4 mi se camp creek ranger station, e fork, bitterroot river","united states","montana","ravalli county","1938-03-24","-113.9133","45.7471","[""idigbio_georeference""]"
"f1dcbb3e-cae9-4aa2-911c-88c363f1794c","puma","concolor","s base of los pinos mts.","united states","california","san diego county","1927-01-05","-116.576032","32.733049","[""idigbio_georeference""]"
"56cffb94-a021-4afb-9b7d-ab998df62d73","puma","concolor","7 mi ne dunlap","united states","california","fresno county","1924-01-14","-119.0303","36.7947","[""idigbio_georeference""]"
"4649df83-48c9-4f74-b0dd-60e20c3868c5","puma","concolor","wells meadow","united states","california","inyo county","1989-06-25","-118.633179","37.442641","[""idigbio_georeference""]"
"5ec494ee-bda9-446b-96d3-d4b6e033efa1","puma","concolor","mckenzie creek (w)","united states","colorado","san miguel county","2015-06-08","-108.04598","38.11669","[""idigbio_georeference""]"
"23e4234a-2ed1-44a1-b3be-1ba8a46bd051","puma","concolor","n fork tabequache","united states","colorado","montrose county","2016-09-25","-108.49459","38.39973","[""idigbio_georeference""]"
"a31834c4-b069-4dcd-be1e-de1980547542","puma","concolor","e slope pinon ridge","united states","colorado","ouray county","2009-09-17","-107.80364","38.26347","[""idigbio_georeference""]"
"482d5f43-bf64-4721-9f48-35a8f0fa71b3","puma","concolor","peloncillo mountains, post office canyon, 6.5 mi. s,  1 mi. e rodeo","united states","new mexico","hidalgo county","2002-10-18","-109.0141666667","31.7394444444","[""idigbio_georeference""]"
"db929a4a-0a7c-485d-980a-e18163d2a18d","puma","concolor","near femmon's meadow","united states","california","tuolumne county","1923-07-24","-120.021025","37.938216","[""idigbio_georeference""]"
"07cad12f-3264-430a-a357-de1b71db5c3f","puma","concolor","spanish fork canyon","united states","utah","utah county","1943-02-23","-111.53354","40.03879","[""idigbio_georeference""]"
"73606500-c6fa-4e89-947c-03ad3095f05b","puma","concolor","fisher creek","united states","colorado","ouray county","2006-07-23","-107.8043","38.22658","[""idigbio_georeference""]"
"6f82246b-536f-4875-b44e-59a10de1e8a2","puma","concolor","pleasant valley","united states","colorado","ouray county","2013-09-30","-107.80645","38.15794","[""idigbio_georeference""]"
"820b0d2a-9ce0-46ad-ad77-05aecf9f2f25","puma","concolor","dallas creek, county rd 1/24","united states","colorado","ouray county","2011-09-13","-107.79542","38.17156","[""idigbio_georeference""]"
"e02e45f4-eee9-42f1-8b99-4ce1aaa1e9a5","puma","concolor","near rosillos","united states","texas","brewster","1986-11-08","-103.2710037","29.6089993","[""idigbio_georeference""]"
"4493e4b5-8e50-498d-8e4c-9b3de8c02a38","puma","concolor","w face pinon ridge","united states","colorado","ouray county","2009-09-18","-107.80493","38.26413","[""idigbio_georeference""]"
"a4841f1a-382e-4eac-8bf0-b603d7599a83","puma","concolor","horsefly canyon w","united states","colorado","montrose county","2014-02-04","-108.30007","38.21662","[""idigbio_georeference""]"
"1722d42b-2bfe-4832-a893-d2980fc30660","puma","concolor","mckenzie creek","united states","colorado","ouray county","2010-06-06","-107.77487","38.26303","[""idigbio_georeference""]"
"94e1240c-d804-4418-8474-644e355e646b","puma","concolor","16 kilometers west, 4.8 kilometers north of sedalia","united states","colorado","douglas county","1988-08-23","-105.15973","39.480794","[""idigbio_georeference""]"
"1015b9c3-3685-42f6-a601-e7cd498a470d","puma","concolor","john henry wash, spring valley","united states","nevada","white pine county","1928-04-08","-114.53972","38.97667","[""idigbio_georeference""]"
"8497c56a-235f-4abe-8347-320c04892ccb","puma","concolor","8 mi ne merced on road between merced and snelling","united states","california","merced county","1920-06-23","-120.380156","37.51892","[""idigbio_georeference""]"
"5d8aac75-7a16-496e-8636-cae8f4516e5e","puma","concolor","5 mi w denmovin, tunawee canyon","united states","california","inyo county","1940-03-30","-118.023255","36.060995","[""idigbio_georeference""]"
"858b8c22-05fb-4f8b-842e-4537a92177d9","puma","concolor","cleve creek, schell creek range","united states","nevada","white pine county","1968-05-01","-114.47222","39.23333","[""idigbio_georeference""]"
"564b235a-2e6c-402a-9c72-464e30ad7b51","puma","concolor","lynchburg","united states","california","placer county","1920-07-21","-120.6221272","38.9953047","[""idigbio_georeference""]"
"2b34b030-809d-4cf1-9f24-31a09f74e264","puma","concolor","spring creek","united states","colorado","montrose county","2005-12-21","-107.96191","38.37945","[""idigbio_georeference""]"
"aa8a5263-952c-4aab-8f5f-301511f38cd4","puma","concolor","s lower government springs road","united states","colorado","montrose county","2014-06-25","-107.83917","38.35783","[""idigbio_georeference""]"
"4c014243-b866-477f-80ce-e515b9f1b32c","puma","concolor","n of mouth mckenzie creek","united states","colorado","ouray county","2005-12-28","-107.77113","38.27467","[""idigbio_georeference""]"
"cfb7623b-523f-4605-9d28-6879fbad4556","puma","concolor","upper mckenzie creek","united states","colorado","ouray county","2014-06-01","-107.83888","38.21945","[""idigbio_georeference""]"
"f0b2e570-6208-4600-a9ab-7d58af6df1ff","puma","concolor","utm, nad 27, 432 520 e, 5 421 300 n, stevens co., wa","united states","washington","stevens","2005-10-12","-117.92151000000001","48.942913000000004","[""idigbio_georeference""]"
"e9c2ad04-14be-4176-bfaf-281781ec67ba","puma","concolor","ranquil","chile","la araucanía","malleco","1964-06-28","-71.18333","-38.21667","[""idigbio_georeference""]"
"fbd61bda-27cb-4c35-9d29-d72820f69bd9","puma","concolor","clough cave, s fork kaweah river","united states","california","tulare county","1924-02-16","-118.760878","36.350702","[""idigbio_georeference""]"
"72bab988-856b-4799-8849-460cd7ccdf43","puma","concolor","13 km sw zona arqueológica bonampak lacanja chansayab","mexico","chiapas","ocosingo","1989-08-04","-91.1302777","16.7605555","[""idigbio_georeference""]"
"63aefb24-c7b9-4a48-90bd-9eaca84bb428","puma","concolor","piute mts; head of bodfish creek","united states","california","kern","1938-06-04","-118.40758376889995","35.510451198106274","[""idigbio_georeference""]"
"b7166790-f0b6-4f6a-a031-90aa96b5d24f","puma","concolor","ca. 5 mi e dorrington","united states","california","calaveras county","1928-10-26","-120.2155182","38.3399165","[""idigbio_georeference""]"
"ce04a61d-ec06-4639-a1ff-b438dd971558","puma","concolor","7.1 mi. e, 17.6 mi. n silver city, lake roberts","united states","new mexico","grant county","2001-10-01","-108.1666666667","33.0333333333","[""idigbio_georeference""]"
"36de0ab2-dfa5-4556-a104-ced17852ced9","puma","concolor","white sands missile range, vicinity of mineral hill","united states","new mexico","dona ana county","2003-02-18","-106.5108333333","32.4488888889","[""idigbio_georeference""]"
"93e8bb96-4a26-4822-a892-74340ce948f7","puma","concolor","nine mile canyon","united states","california","kern","1957-04-11","-117.94517417960488","35.842732158964004","[""idigbio_georeference""]"
"ef459297-47f3-4077-b0a3-47d04e584dd7","puma","concolor","fiddler's canyon","united states","utah","iron county","1950-01-17","-113.99391","37.70039","[""idigbio_georeference""]"
"e48890ff-a037-4b49-b964-7e9172214b33","puma","concolor","healy creek","canada","alberta","census division 15","1932-03-29","-115.690278","51.1330555","[""idigbio_georeference""]"
"ad15ca0e-5a43-49ef-927e-5550a77a28f0","puma","concolor","horsefly creek","united states","colorado","ouray county","2007-05-20","-107.9366","38.24785","[""idigbio_georeference""]"
"da649429-ffc8-46a4-8989-83be588e5aae","puma","concolor","s slope san miguel river","united states","colorado","montrose county","2010-07-21","-108.33996","38.21152","[""idigbio_georeference""]"
"5639fabc-8b75-4b56-8ec6-003cf6bc0590","puma","concolor","private property tuttle draw, mule deer kill/cache","united states","colorado","montrose county","2014-08-16","-108.53659","38.27014","[""idigbio_georeference""]"
"abb3ec93-5ef1-45f7-ba76-ce0ace24cb05","puma","concolor","roubideau creek","united states","colorado","delta county","2012-02-06","-108.14532","38.70966","[""idigbio_georeference""]"
"10a03b0a-c9ac-42bb-95b1-f0de80824452","puma","concolor","imnaha","united states","oregon","wallowa","1976-12-11","-116.833184435621","45.559278420541716","[""idigbio_georeference""]"
"7c773d5f-a1c4-463c-8b1f-cfb8a606c4c1","puma","concolor","sespe creek","united states","california","ventura county","1926-04-13","-119.206","34.555","[""idigbio_georeference""]"
"5835dabd-ea41-4730-8120-d76fc6359623","puma","concolor","drytown","united states","california","amador county","1985-09-24","-120.85391","38.440979","[""idigbio_georeference""]"
"335453cd-0479-4db0-af49-83d0df3b2902","puma","concolor","n fork orestimba creek","united states","california","stanislaus county","1925-01-08","-121.350109","37.351165","[""idigbio_georeference""]"
"54fbfc23-a47e-4749-a456-76c8f402dafc","puma","concolor","san jacinto mountains, 5000'","united states","california","riverside county","1908-03-25","-116.679183","33.814463","[""geolocate_georeference""]"
"7a4cfef6-3236-4db0-9e62-1820bb1c9c07","puma","concolor","rancho general villanueva, 60 mi e ciudad victoria","mexico","tamaulipas","victoria","1954-01-16","-99.1461111","22.8202777","[""idigbio_georeference""]"
"39a35444-2f97-4422-8254-0ade02030347","puma","concolor","west of evergreen","united states","colorado","jefferson county","1990-10-14","-105.362877","39.633057","[""idigbio_georeference""]"
"4d7b4b90-1002-4889-92e2-caee69dd20ac","puma","concolor","33 mi ne green river","united states","utah","grand county","1954-01-01","-109.72764","39.33356","[""idigbio_georeference""]"
"52a5dc90-38f7-4ae2-a99a-e47b2a19e6e1","puma","concolor","chalk creek canyon","united states","utah","millard county","1947-01-08","-112.22143","38.92726","[""idigbio_georeference""]"
"d1b776e3-e00d-4ed8-830d-93f94dfd282a","puma","concolor","lower happy canyon elk farm","united states","colorado","montrose county","2011-02-17","-107.89839","38.41026","[""idigbio_georeference""]"
"6da36cc2-9c3e-48e1-9cd6-35f5969ad5d4","puma","concolor","hwy 550 mile marker #115","united states","colorado","ouray county","2006-08-18","-107.77239","38.29688","[""idigbio_georeference""]"
"7d28c718-ec56-496f-90f5-781e00ef6dff","puma","concolor","telephone draw","united states","colorado","montrose county","2006-07-07","-108.38306","38.23842","[""idigbio_georeference""]"
"6528660f-2f84-4ffa-a2b6-79aea3ce51b2","puma","concolor","near ridgway state park","united states","colorado","ouray county","2006-11-04","-107.745159","38.230954","[""idigbio_georeference""]"
"f84f483c-b52f-409b-a050-8577978ca8bf","puma","concolor","4 mi s fremont peak, ca. 14 mi from hollister","united states","california","monterey county","1924-12-20","-121.5043483","36.6998181","[""idigbio_georeference""]"
"6c8cf0fb-f39e-4180-becf-36280d4979d4","puma","concolor","cold creek, ruby mts.","united states","nevada","elko county","1939-01-01","-115.37639","40.80833","[""idigbio_georeference""]"
"741c9c95-c9ad-48ad-b895-f66727f79377","puma","concolor","near head shoe canyon ca. 12 mi s paradise, chiricahua mts.","united states","arizona","cochise county","1932-03-05","-109.2183","31.7606","[""idigbio_georeference""]"
"49913d10-92ff-48b2-b3c7-dcfae3faf855","puma","concolor","strawberry creek, 0.5 mi n control road to hemet lake","united states","california","riverside county","1925-06-09","-116.6930155","33.6668392","[""idigbio_georeference""]"
"9c030332-705a-47a9-acb6-7ccc498c57cf","puma","concolor","ca. 5 mi w uncle tom's cabin","united states","california","el dorado county","1927-09-08","-120.4869","38.92949","[""idigbio_georeference""]"
"bfdab844-ed99-45f7-83e5-6d5397917f51","puma","concolor","hathaway ranch, 7 mi ne nogales","united states","arizona","santa cruz county","1940-03-10","-110.8499","31.4121","[""idigbio_georeference""]"
"d9e5edc4-f9d7-4c8b-a5c0-80dd9cbb9358","puma","concolor","bassett creek, schell creek range","united states","nevada","white pine county","1969-01-28","-114.50139","39.45917","[""idigbio_georeference""]"
"dc72ab98-f311-4e14-b493-663fb70d123f","puma","concolor","3 mi n stage station","united states","california","mariposa county","1923-01-26","-119.958565","37.757445","[""idigbio_georeference""]"
"545a580f-02c7-47be-9998-a0a2bb8ef180","puma","concolor","reagan canyon","united states","texas","brewster","1985-04-01","-102.7770004","29.7110004","[""idigbio_georeference""]"
"07dac4ad-76a1-4164-863f-f04f5308dcc1","puma","concolor","rosillos mts.","united states","texas","brewster","1955-06-27","-103.2434515473823","29.52619539612479","[""idigbio_georeference""]"
"16c5e8d3-ff27-4767-ba09-64f867bd71d1","puma","concolor","nine mile canyon; little lake","united states","california","kern","1957-04-14","-117.9452072805286","35.8427289587811","[""idigbio_georeference""]"
"cde4fb79-acfa-4f66-b54e-9016e569f5a2","puma","concolor","san miguel canyon","united states","colorado","montrose county","2013-11-04","-108.49399","38.25271","[""idigbio_georeference""]"
"788a38f9-6c64-489d-9bf4-9f2a4ce427ed","puma","concolor","e of county rd 1","united states","colorado","ouray county","2009-09-11","-107.81584","38.27669","[""idigbio_georeference""]"
"8c6c3613-f388-47c6-908a-884bbe27dfc2","puma","concolor","rio mayo,los tanques","mexico","sonora","","1936-06-08","-108.96337929816441","27.2696186603111","[""idigbio_georeference""]"
"2c47512c-e221-4595-aa6e-1209b14b44e2","puma","concolor","sierra diablo wma","united states","texas","culberson","1997-02-12","-106.4869614","33.9358292","[""idigbio_georeference""]"
"2a23632f-43ff-4cad-8048-b2caa2b5a679","puma","concolor","s.fork eel river,6mi s bloody rock","united states","california","lake","1925-09-09","-122.8758643","39.404078","[""idigbio_georeference""]"
"2c95b12d-852f-483c-9582-0dca98e164d4","puma","concolor","40 mi sw animas mountains","united states","new mexico","hidalgo","1915-10-28","-109.2432676797999","31.14081461087519","[""idigbio_georeference""]"
"a2128579-b7ca-478c-b833-3a3553336216","puma","concolor","utm, nad 27, 417 714 e, 5 409 224 n, stevens co., wa","united states","washington","stevens","2004-10-14","-118.12123000000001","48.83251","[""idigbio_georeference""]"
"e4fef290-865f-4830-aa9a-a2f0c3298bfe","puma","concolor","minnie maud canyon","united states","utah","carbon county","1954-01-01","-110.549","39.793","[""idigbio_georeference""]"
"82b88cde-4fd3-4f72-ae15-dad9476a4657","puma","concolor","sw edge lake olomega","el salvador","san miguel","","1942-02-07","-88.06667","13.31667","[""idigbio_georeference""]"
"a2de0453-af9d-42de-9c68-9ba16a90ad35","puma","concolor","2 mi w laguna indian reservation","united states","california","san diego county","1927-01-17","-116.442946","32.912629","[""idigbio_georeference""]"
"57501e2b-60f5-4540-ba19-930b714c392e","puma","concolor","cove cr.falls","united states","arizona","cochise","1931-01-15","-109.217879","36.565278","[""geolocate_georeference""]"
"11eff5d1-5e00-4346-96b6-e3a400eab50b","puma","concolor","mckenzie creek","united states","colorado","ouray county","2008-07-29","-107.82477","38.2245","[""idigbio_georeference""]"
"72c4e360-ba36-4fd4-99f8-42138ea823ed","puma","concolor","dry creek","united states","colorado","montrose county","2007-12-05","-108.05644","38.36354","[""idigbio_georeference""]"
"2fbbbb2d-3901-47f4-b536-8e81dc0e1840","puma","concolor","upper cottonwood creek","united states","colorado","montrose county","2016-10-28","-108.3922","38.45099","[""idigbio_georeference""]"
"11846155-4b3e-4ef4-886c-9599db178e9c","puma","concolor","2 mi s sugar pine ranger station","united states","california","placer county","1927-08-14","-120.7580106","39.0942379","[""idigbio_georeference""]"
"2dae6610-7c63-4c8f-9103-3674e1e0cf19","puma","concolor","el terrero","mexico","colima","","1969-07-15","-103.94972","19.44417","[""idigbio_georeference""]"
"7012aee2-0d11-44ed-bad0-2c02e9ae72e4","puma","concolor","san felipe ranch, 13.3 mi se san jose","united states","california","santa clara county","1969-09-20","-121.4179504","36.9710563","[""idigbio_georeference""]"
"66ebfc8f-cabc-41bd-b975-9a1aff2af4f3","puma","concolor","chisos mts.","united states","texas","brewster county","1936-01-01","-103.301","29.266","[""idigbio_georeference""]"
"0e005923-680d-4bb2-9d57-cc32fce0a1b8","puma","concolor","forks","united states","washington","clallam","1948-06-27","-124.36603993584168","47.957579726557974","[""idigbio_georeference""]"
"4869d84d-fa73-4f74-a19f-b4354a615c90","puma","concolor","dry creek","united states","colorado","montrose county","2008-08-03","-108.10718","38.35372","[""idigbio_georeference""]"
"6b55b4e8-dcde-451d-be06-b63135a09104","puma","concolor","san miguel canyon","united states","colorado","san miguel county","2008-08-13","-108.0786562","38.0242904","[""idigbio_georeference""]"
"e1907d2c-5dfa-40f0-ad63-21ffe53ddc3e","puma","concolor","e fork dry creek","united states","colorado","montrose county","2011-09-21","-108.05281","38.36314","[""idigbio_georeference""]"
"4ff5b60c-2148-44a0-8d2b-71e7dc837ae4","puma","concolor","sulphur canyon","united states","utah","carbon county","1954-01-01","-110.8753","39.7776","[""idigbio_georeference""]"
"7e778597-fc19-4fb3-99d9-a210d533211d","puma","concolor","tranicura","chile","la araucanía","los sauces","1964-10-13","-71.56667","-39.46667","[""idigbio_georeference""]"
"92c3f16a-7ff9-4c88-9353-298669898f4e","puma","concolor","wawona, yosemite national park","united states","california","mariposa county","1916-01-20","-119.642341","37.54911","[""idigbio_georeference""]"
"e6d4d1b9-79ee-4975-9da7-0485a7fb19a5","puma","concolor","selway national forest","united states","idaho","idaho county","1937-01-01","-114.8228","46.0197","[""idigbio_georeference""]"
"5a0a8d0e-6fd3-4963-8daa-e44b7f5cf2e9","puma","concolor","uaxactun","guatemala","petén","","1931-04-17","-89.63361","17.39361","[""idigbio_georeference""]"
"42e2cb40-63f1-40ba-b3a2-c71a80d19296","puma","concolor","roubideau canyon","united states","colorado","montrose county","2008-08-01","-108.197133","38.538268","[""idigbio_georeference""]"
"7a568a26-e3ff-48b0-9ff8-b691b416ec37","puma","concolor","logging camp draw","united states","colorado","montrose county","2011-09-16","-108.23117","38.18206","[""idigbio_georeference""]"
"fef5591b-5714-4728-a57d-6dfb12ae483a","puma","concolor","mckenzie butte","united states","colorado","ouray county","2009-05-28","-107.78699","38.2677","[""idigbio_georeference""]"
"39b2e214-2384-4c1e-a566-4b99d3221dcf","puma","concolor","black mt., schell creek range","united states","nevada","white pine county","1968-09-18","-114.55694","39.27667","[""idigbio_georeference""]"
"07b9625d-d49e-4670-8edf-cd5735b5d4c2","puma","concolor","maple creek, 3 mi s big lagoon","united states","california","humboldt county","1933-05-01","-124.1017702","41.1240143","[""idigbio_georeference""]"
"901efb09-d016-410c-9671-be8f6e80baee","puma","concolor","olympic mts","united states","washington","","1912-11-03","-123.66800087323948","47.87201015748675","[""idigbio_georeference""]"
"a9e0b2d8-b09d-411d-b387-7dc48d11c2e3","puma","concolor","rincon de osa","costa rica","puntarenas","","1970-08-05","-83.48731","8.69745","[""idigbio_georeference""]"
"4870f73f-b5a9-4f37-b1e1-7ff549c6f4e3","puma","concolor","niagara creek","united states","oregon","tillamook county","1938-08-02","-123.6489","45.2325","[""idigbio_georeference""]"
"72ac721a-9f45-45cf-9dff-8d9e5a1e4237","puma","concolor","san pedro de la sierra 6 km. s, 4.8 km. w, mulegé","mexico","baja california sur","mulege","2002-11-27","-112.5080556","26.8997222","[""idigbio_georeference""]"
"2c0ea60f-a5ac-4c40-9544-cdd75dac8af8","puma","concolor","fra cristobal mtns.;  armendaris ranch; scenic spr.; e shore of elephant butte reservoir","united states","new mexico","sierra county","2004-01-02","-107.13902","33.31705","[""idigbio_georeference""]"
"2c3c718d-5c45-48dc-843c-ba9ebdb44ff7","puma","concolor","bell canyon starr ranch audobon sanctuary","united states","california","orange county","1989-08-29","-117.55369","33.629331","[""idigbio_georeference""]"
"0c50ef86-fb54-426a-8c71-a839992aab8a","puma","concolor","buck creek, [8 mi se new pine creek, lake county oregon]","united states","california","modoc county","1957-02-01","-120.2754393","41.8800954","[""idigbio_georeference""]"
"fd901cd6-1b86-4fc5-8903-f1e2e79f173f","puma","concolor","sebastian","united states","florida","brevard","1896-11-21","-80.470608","27.816415","[""geolocate_georeference""]"
"b82d350d-0e0e-4576-abae-b6be2a46aee2","puma","concolor","cottonwood creek","united states","colorado","montrose county","2011-06-10","-108.10036","38.36833","[""idigbio_georeference""]"
"7dde1912-3ae6-4eee-8bf5-f748d9b43120","puma","concolor","spring creek","united states","colorado","ouray county","2005-08-28","-107.98615","38.30474","[""idigbio_georeference""]"
