locality,country,stateprovince,county,latitude,longitude,correction status,precision,error polygon,multiple results,uuid
"red deer, 20 mi w, snake lake",canada,alberta,,59.680977,-114.721227,no,High(85),,"59.680977,-114.721227,Distance West of SNAKE LAKE|Unavailable|Unavailable|High(85),51.951567,-113.217976,Distance West of SNAKE LAKE|Unavailable|Unavailable|High(85),52.36572,-114.640387,Distance West of SNAKE|Unavailable|Unavailable|High(80),52.266667,-113.8,RED DEER|CAN:muni:911@PPL|Unavailable|Low(39),54.882222,-112.168611,RED DEER|Unavailable|Unavailable|Low(38),57.166667,-111.633333,RED|Unavailable|Unavailable|Low(33),58.4,-114.766667,RED|Unavailable|Unavailable|Low(33)",00c734b3-5c62-4c4d-a227-f95f967fb6b2
little black river near confluence with yukon river.,united states,alaska,yukon-koyukuk dist.,62.5,-165,no,Medium(56),,"62.5,-165,(g1)Yukon River|Unavailable|Unavailable|Medium(56),66.435278,-143.825833,LITTLE BLACK RIVER|Unavailable|Unavailable|Low(48),62.356944,-165.343889,BLACK RIVER|Unavailable|Unavailable|Low(41),62.510556,-147.471667,BLACK RIVER|Unavailable|Unavailable|Low(41),62.614444,-155.737778,BLACK RIVER|Unavailable|Unavailable|Low(41),57.707222,-136.113333,BLACK RIVER|Unavailable|Unavailable|Low(41),66.916944,-157.505556,BLACK RIVER|Unavailable|Unavailable|Low(41),62.598611,-164.8,YUKON RIVER|Unavailable|Unavailable|Low(41),62.336111,-165.335,BLACK|Unavailable|Unavailable|Low(35),0,0,RIVER|Unavailable|Unavailable|Low(35)",00e284d5-331b-494a-8de1-4b3444791488
"mile 15 sucker river, fort yukon",united states,alaska,,66.609167,-145.211667,no,Low(42),,"66.609167,-145.211667,SUCKER RIVER|Unavailable|Unavailable|Low(42),66.564722,-145.273889,FORT YUKON|Unavailable|Unavailable|Low(40),0,0,RIVER|Unavailable|Unavailable|Low(35)",00f3c72e-5ebd-4fed-b129-ebd79fc87811
fort greely,united states,alaska,,63.90823,-146.249198,no,High(86),,"63.90823,-146.249198,FORT GREELY|Unavailable|Unavailable|High(86)",00f54ca8-42c1-44c8-a5c4-5b6d35308d57
pelly river,canada,yukon,,62.783333,-137.333333,no,High(86),,"62.783333,-137.333333,PELLY RIVER|Unavailable|Unavailable|High(86)",00f743a7-343c-4602-a653-f937dde29d39
kenny lake,united states,alaska,,61.719167,-144.948333,no,High(85),,"61.719167,-144.948333,KENNY LAKE|Unavailable|Unavailable|High(85)",00fe7141-d4a0-4f48-8908-3a6b60d3f139
oxford house,canada,manitoba,keewatin,54.95,-95.266667,no,High(87),,"54.95,-95.266667,OXFORD HOUSE|Unavailable|Unavailable|High(87)",010e0f35-8aa9-4bc2-a18f-ecc85b0c3c36
tanana river,united states,alaska,,65.160556,-151.960278,no,High(87),,"65.160556,-151.960278,TANANA RIVER|Unavailable|Unavailable|High(87),64.771,-147.59119,(g1)Tanana River|Unavailable|Unavailable|Medium(57),65.171944,-152.078889,TANANA|Unavailable|Unavailable|Low(36),0,0,RIVER|Unavailable|Unavailable|Low(35)",01199d8e-c195-48a8-aedd-2898b4f5d725
tonsina river,united states,alaska,,61.641389,-144.618056,no,High(88),,"61.641389,-144.618056,TONSINA RIVER|Unavailable|Unavailable|High(88),61.655833,-145.175278,TONSINA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",0120d226-c7e3-4453-9e40-9fc7d2fe7299
2 mi from murphy dome on murphy dome road,united states,alaska,,64.9525,-148.353333,no,Low(41),,"64.9525,-148.353333,MURPHY DOME|Unavailable|Unavailable|Low(41),64.925,-148.130556,DOME|Unavailable|Unavailable|Low(34),58.733333,-161.6,DOME|Unavailable|Unavailable|Low(34)",0156699f-633d-45f5-a33f-2797c0d6e6b0
30 mi above rampart,united states,alaska,,65.938002,-150.17,no,High(82),,"65.938002,-150.17,Distance North of RAMPART|Unavailable|Unavailable|High(82)",015e8a39-6203-4152-ba80-22b95bdddccd
tatalina river,united states,alaska,,65.088333,-149.2975,no,High(89),,"65.088333,-149.2975,TATALINA RIVER|Unavailable|Unavailable|High(89),62.980556,-155.624722,TATALINA RIVER|Unavailable|Unavailable|High(89),0,0,RIVER|Unavailable|Unavailable|Low(35)",0160dad6-ac71-41de-ba18-17dabd66c771
"jackson river, nabesna",united states,alaska,,62.371944,-143.008611,no,Low(37),,"62.371944,-143.008611,NABESNA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",018516ad-e4d2-45a8-b284-4c2565f16dd1
northway village,united states,alaska,,62.982222,-141.951667,no,High(91),,"62.982222,-141.951667,NORTHWAY VILLAGE|Unavailable|Unavailable|High(91),62.961667,-141.937222,NORTHWAY|Unavailable|Unavailable|Low(38),58.156667,-136.186944,VILLAGE|Unavailable|Unavailable|Low(37)",018fc240-835a-4812-baa4-8d254f19c5c8
tenderfoot creek,united states,alaska,,64.101944,-155.546389,no,High(91),,"64.101944,-155.546389,TENDERFOOT CREEK|Unavailable|Unavailable|High(91),60.635,-149.4975,TENDERFOOT CREEK|Unavailable|Unavailable|High(91),64.251111,-146.1925,TENDERFOOT CREEK|Unavailable|Unavailable|High(91),64.254167,-146.225,TENDERFOOT|Unavailable|Unavailable|Low(40)",01982560-f634-4e57-9ccc-2aa17a528d6e
klutina river,united states,alaska,,61.955278,-145.285833,no,High(88),,"61.955278,-145.285833,KLUTINA RIVER|Unavailable|Unavailable|High(88),0,0,RIVER|Unavailable|Unavailable|Low(35)",01c761d2-bf1f-4817-8725-2415fdb6dc83
iskut river,canada,british columbia,,56.75,-131.8,no,High(86),,"56.75,-131.8,ISKUT RIVER|Unavailable|Unavailable|High(86),57.6,-130.116667,ISKUT|Unavailable|Unavailable|Low(35)",01d1c72d-7e53-4359-91fd-48e81369dd70
west fork fortymile,united states,alaska,,61.428889,-150.448889,no,Low(39),,"61.428889,-150.448889,WEST FORK|Unavailable|Unavailable|Low(39),65.450833,-148.644722,WEST FORK|Unavailable|Unavailable|Low(39),61.747778,-149.420833,WEST FORK|Unavailable|Unavailable|Low(39)",01e8c68d-b908-40ab-868d-19e503fccc1e
beaver creek,united states,alaska,,63.377222,-153.814167,no,High(87),,"63.377222,-153.814167,BEAVER CREEK|Unavailable|Unavailable|High(87),62.843056,-160.719167,BEAVER CREEK|Unavailable|Unavailable|High(87),62.709167,-155.751389,BEAVER CREEK|Unavailable|Unavailable|High(87),64.640278,-154.941667,BEAVER CREEK|Unavailable|Unavailable|High(87),62.225556,-141,BEAVER CREEK|Unavailable|Unavailable|High(87),65.107222,-152.453056,BEAVER CREEK|Unavailable|Unavailable|High(87),64.760278,-146.463889,BEAVER CREEK|Unavailable|Unavailable|High(87),64.550833,-164.924167,BEAVER CREEK|Unavailable|Unavailable|High(87),60.118611,-156.341111,BEAVER CREEK|Unavailable|Unavailable|High(87),59.558056,-158.580278,BEAVER CREEK|Unavailable|Unavailable|High(87),57.694722,-155.746389,BEAVER CREEK|Unavailable|Unavailable|High(87),62.058889,-150.847222,BEAVER CREEK|Unavailable|Unavailable|High(87),64.066389,-155.677778,BEAVER CREEK|Unavailable|Unavailable|High(87),63.048611,-141.858333,BEAVER CREEK|Unavailable|Unavailable|High(87),62.338611,-157.185556,BEAVER CREEK|Unavailable|Unavailable|High(87),55.286667,-132.622778,BEAVER CREEK|Unavailable|Unavailable|High(87),55.083611,-131.23,BEAVER CREEK|Unavailable|Unavailable|High(87),66.803333,-155.066389,BEAVER CREEK|Unavailable|Unavailable|High(87),55.9325,-131.435278,BEAVER CREEK|Unavailable|Unavailable|High(87),0,0,BEAVER CREEK|Unavailable|Unavailable|High(87),62.033333,-141.783333,BEAVER CREEK|Unavailable|Unavailable|High(87),60.813889,-149.430556,BEAVER CREEK|Unavailable|Unavailable|High(87),63.160833,-156.68,BEAVER CREEK|Unavailable|Unavailable|High(87),64.719444,-156.755833,BEAVER CREEK|Unavailable|Unavailable|High(87),60.779167,-158.713333,BEAVER CREEK|Unavailable|Unavailable|High(87),66.238611,-147.532778,BEAVER CREEK|Unavailable|Unavailable|High(87),59.752222,-151.508889,BEAVER CREEK|Unavailable|Unavailable|High(87),60.547222,-151.143889,BEAVER CREEK|Unavailable|Unavailable|High(87),59.862222,-153.189444,BEAVER CREEK|Unavailable|Unavailable|High(87),66.359444,-147.396389,BEAVER|Unavailable|Unavailable|Low(36),66.5,-146.916667,BEAVER|Unavailable|Unavailable|Low(36)",01ec438f-183a-4336-87d0-37094cd79717
george lake,united states,alaska,,66.422057,-147.275125,no,High(86),,"66.422057,-147.275125,GEORGE LAKE|Unavailable|Unavailable|High(86)",02546cc9-a79f-4abc-a758-8cfa91da6366
7 mi below manley hot springs,united states,alaska,,64.90007,-150.633889,no,High(93),,"64.90007,-150.633889,Distance South of MANLEY HOT SPRINGS|Unavailable|Unavailable|High(93),64.923611,-154.835833,HOT SPRINGS|Unavailable|Unavailable|Low(41),65.283333,-148.9,HOT SPRINGS|Unavailable|Unavailable|Low(41),55.861944,-160.495,HOT SPRING|Unavailable|Unavailable|Low(27),65.005556,-150.631944,HOT SPRING|Unavailable|Unavailable|Low(27)",026ac819-6f45-40c2-9c88-240b86e52947
"gulkana river, glennallen",united states,alaska,,62.220833,-145.392778,no,Low(43),,"62.220833,-145.392778,GULKANA RIVER|Unavailable|Unavailable|Low(43),62.109167,-145.546389,GLENNALLEN|Unavailable|Unavailable|Low(40),62.271389,-145.382222,GULKANA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",026e68f5-20ab-439a-a1d3-e1c71429a087
brown lake,united states,alaska,,65.446537,-148.710052,no,High(85),,"65.446537,-148.710052,BROWN LAKE|Unavailable|Unavailable|High(85)",027f1f25-eb6d-4f28-89c1-f4f9b3273f82
big creek,united states,alaska,,62.671389,-156.543333,no,High(84),,"62.671389,-156.543333,BIG CREEK|Unavailable|Unavailable|High(84),58.292222,-157.531944,BIG CREEK|Unavailable|Unavailable|High(84),62.845,-156.325556,BIG CREEK|Unavailable|Unavailable|High(84),65.258056,-154.742778,BIG CREEK|Unavailable|Unavailable|High(84),64.795833,-155.3175,BIG CREEK|Unavailable|Unavailable|High(84),57.473611,-156.21,BIG CREEK|Unavailable|Unavailable|High(84),61.145278,-146.668611,BIG CREEK|Unavailable|Unavailable|High(84),63.5731,-140.962,BIG CREEK|Unavailable|Unavailable|High(84),62.46,-150.788333,BIG CREEK|Unavailable|Unavailable|High(84),65.070278,-162.279722,BIG CREEK|Unavailable|Unavailable|High(84),63.704722,-149.574167,BIG CREEK|Unavailable|Unavailable|High(84),56.126111,-133.141944,BIG CREEK|Unavailable|Unavailable|High(84),55.233333,-132.397778,BIG CREEK|Unavailable|Unavailable|High(84),56.263333,-133.341111,BIG CREEK|Unavailable|Unavailable|High(84),67.475,-148.533333,BIG CREEK|Unavailable|Unavailable|High(84),57.056667,-133.628611,BIG CREEK|Unavailable|Unavailable|High(84),66.427222,-143.803889,BIG CREEK|Unavailable|Unavailable|High(84),67.2225,-148.538889,BIG CREEK|Unavailable|Unavailable|High(84),65.858611,-144.285,BIG CREEK|Unavailable|Unavailable|High(84),64.953056,-164.743333,BIG CREEK|Unavailable|Unavailable|High(84),66.253056,-146.5575,BIG CREEK|Unavailable|Unavailable|High(84),65.953611,-153.433333,BIG CREEK|Unavailable|Unavailable|High(84)",028fc065-5f2e-4c75-b28b-8d123ad05087
birch creek village,united states,alaska,,67.444444,-151.385556,no,Low(41),,"67.444444,-151.385556,BIRCH CREEK|Unavailable|Unavailable|Low(41),62.231667,-150.108611,BIRCH CREEK|Unavailable|Unavailable|Low(41),64.461667,-155.281667,BIRCH CREEK|Unavailable|Unavailable|Low(41),66.295278,-154.835278,BIRCH CREEK|Unavailable|Unavailable|Low(41),66.259035,-145.819017,BIRCH CREEK|Unavailable|Unavailable|Low(41),64.178333,-149.281111,BIRCH CREEK|Unavailable|Unavailable|Low(41),64.848889,-164.111944,BIRCH CREEK|Unavailable|Unavailable|Low(41),65.117778,-151.842778,BIRCH CREEK|Unavailable|Unavailable|Low(41),65.328056,-164.35,BIRCH CREEK|Unavailable|Unavailable|Low(41),0,0,BIRCH CREEK|Unavailable|Unavailable|Low(41),63.866667,-151.555833,BIRCH CREEK|Unavailable|Unavailable|Low(41),65.26,-146.736111,BIRCH CREEK|Unavailable|Unavailable|Low(41),66.270278,-145.504167,BIRCH CREEK|Unavailable|Unavailable|Low(41),58.156667,-136.186944,VILLAGE|Unavailable|Unavailable|Low(37)",029957a7-a7a2-4a6e-9301-aca562e05e88
desper creek,united states,alaska,,62.664167,-141.158889,no,High(87),,"62.664167,-141.158889,DESPER CREEK|Unavailable|Unavailable|High(87)",02b103a2-35d5-46e0-a639-dc26d220b983
"south similkameen river, sunday creek",canada,british columbia,,48.916667,-119.416667,no,Low(47),,"48.916667,-119.416667,SOUTH SIMILKAMEEN|Unavailable|Unavailable|Low(47),48.916667,-119.416667,SIMILKAMEEN RIVER|Unavailable|Unavailable|Low(47),50.428056,-125.662222,SUNDAY CREEK|Unavailable|Unavailable|Low(42),49.267778,-120.533889,SUNDAY CREEK|Unavailable|Unavailable|Low(42),55.753889,-120.976944,DAY CREEK|Unavailable|Unavailable|Low(26),49.136667,-118.176389,DAY CREEK|Unavailable|Unavailable|Low(26)",02be6420-3c2a-4769-b9a3-c96948e3cc63
stuart lake,canada,british columbia,,54.55,-124.583333,no,High(86),,"54.55,-124.583333,STUART LAKE|Unavailable|Unavailable|High(86)",02e189e5-c5be-419b-83b6-a3457948633f
kluane,canada,yukon territory,,61.033333,-138.383333,no,High(81),,"61.033333,-138.383333,KLUANE|Unavailable|Unavailable|High(81)",02ec4157-b27a-4abb-92fe-b1b90359ad8b
beaver,united states,alaska,,66.359444,-147.396389,no,High(81),,"66.359444,-147.396389,BEAVER|Unavailable|Unavailable|High(81),66.5,-146.916667,BEAVER|Unavailable|Unavailable|High(81)",02f1fe30-9b67-4ffd-b428-f5d40562321d
"mile 56 richardson highway, birch lake",united states,alaska,,64.333333,-147.166667,no,Medium(55),,"64.333333,-147.166667,(g1)Birch Lake|Unavailable|Unavailable|Medium(55),60.722792,-150.527468,BIRCH LAKE|AK:water:17189@LAKE|Unavailable|Low(41),64.316478,-146.662366,BIRCH LAKE|AK:water:16945@LAKE|Unavailable|Low(41),61.625,-149.791667,BIRCH LAKE|Unavailable|Unavailable|Low(40),65.257863,-156.92905,BIRCH LAKE|Unavailable|Unavailable|Low(40),62.415636,-145.607987,BIRCH LAKE|Unavailable|Unavailable|Low(40),62.868414,-141.793619,BIRCH LAKE|Unavailable|Unavailable|Low(40),61.145176,-149.937124,BIRCH LAKE|Unavailable|Unavailable|Low(40),64.333333,-147.166667,BIRCH LAKE|Unavailable|Unavailable|Low(40),64.286944,-146.339444,RICHARDSON|Unavailable|Unavailable|Low(40),66.29007,-147.940398,BIRCH LAKE|Unavailable|Unavailable|Low(40),66.350818,-142.618922,BIRCH LAKE|Unavailable|Unavailable|Low(40)",030acfc9-d33a-4262-ba70-15d0f929b488
kantishna,united states,alaska,,63.52491,-150.95987,no,High(84),,"63.52491,-150.95987,KANTISHNA|Unavailable|Unavailable|High(84)",03184d79-d03f-4d26-af8f-26a684da1a07
15.5 mile chena hot springs road,united states,alaska,,65.053056,-146.055556,no,Low(47),,"65.053056,-146.055556,CHENA HOT SPRINGS|Unavailable|Unavailable|Low(47),64.923611,-154.835833,HOT SPRINGS|Unavailable|Unavailable|Low(41),65.283333,-148.9,HOT SPRINGS|Unavailable|Unavailable|Low(41),55.861944,-160.495,HOT SPRING|Unavailable|Unavailable|Low(27),65.005556,-150.631944,HOT SPRING|Unavailable|Unavailable|Low(27)",032401d6-f652-46c4-94ac-f23cd658c924
mile 37 richardson highway,united states,alaska,,64.286944,-146.339444,no,Low(40),,"64.286944,-146.339444,RICHARDSON|Unavailable|Unavailable|Low(40)",0328e799-9255-462c-86de-92d62d03b38d
"viola, 10 mi ne",united states,idaho,latah county,46.940768,-116.874968,no,High(80),,"46.940768,-116.874968,Distance NorthEast of VIOLA|Unavailable|Unavailable|High(80)",032b5525-5b3d-40e4-a51d-6f743b2eb351
upper little chena river,united states,alaska,,64.852778,-147.415556,no,Low(48),,"64.852778,-147.415556,LITTLE CHENA RIVER|Unavailable|Unavailable|Low(48),64.795556,-147.911944,CHENA RIVER|AK:water:16932@STREAM|Unavailable|Low(42),0,0,RIVER|Unavailable|Unavailable|Low(35)",032c289c-62b2-4fca-a63a-0623c29d5a5d
tolovana river,united states,alaska,,64.851111,-149.830833,no,High(89),,"64.851111,-149.830833,TOLOVANA RIVER|Unavailable|Unavailable|High(89),64.853889,-149.821667,TOLOVANA|Unavailable|Unavailable|Low(38),0,0,RIVER|Unavailable|Unavailable|Low(35)",0342197a-b44f-44eb-a20a-c65dd01ee178
mile 25 nenana road,united states,alaska,,64.563889,-149.093056,no,Low(36),,"64.563889,-149.093056,NENANA|Unavailable|Unavailable|Low(36)",035712c1-445d-43ab-91f7-0ea67f99dcb8
"hess creek, rampart",united states,alaska,,65.672222,-149.810278,no,Low(40),,"65.672222,-149.810278,HESS CREEK|Unavailable|Unavailable|Low(40),65.505,-150.17,RAMPART|Unavailable|Unavailable|Low(37)",037423ef-7004-4b3f-9828-215c86c74663
coolin,united states,idaho,,48.479641,-116.849372,no,High(81),,"48.479641,-116.849372,COOLIN|Unavailable|Unavailable|High(81)",037d3b13-13df-482e-9acf-04bb3e54d53d
"trout lake, mount adams",united states,washington,,45.997343,-121.528137,no,Low(41),,"45.997343,-121.528137,TROUT LAKE|WA:ppl:23980@PPL|Unavailable|Low(41),48.12085,-117.373135,TROUT LAKE|WA:water:97550@LAKE|Unavailable|Low(41),46.009866,-121.549322,TROUT LAKE|WA:ppl:23980@LAKE|Unavailable|Low(41),46.202621,-121.490638,MOUNT ADAMS|Unavailable|Unavailable|Low(41),47.266124,-122.279593,TROUT LAKE|WA:water:85192@LAKE|Unavailable|Low(41),46.949001,-122.307016,TROUT LAKE|Unavailable|Unavailable|Low(40),47.557303,-120.907699,TROUT LAKE|Unavailable|Unavailable|Low(40),48.532574,-123.126649,TROUT LAKE|Unavailable|Unavailable|Low(40),48.62723,-118.240948,TROUT LAKE|Unavailable|Unavailable|Low(40),47.617121,-121.313774,TROUT LAKE|Unavailable|Unavailable|Low(40),47.670278,-122.388056,ADAMS|Unavailable|Unavailable|Low(35)",03801ab4-2346-4afe-8007-68db1250cc0e
tok,united states,alaska,,63.336667,-142.985556,no,High(78),,"63.336667,-142.985556,TOK|Unavailable|Unavailable|High(78)",03871608-ef1c-40db-b367-303c07a31736
short creek,united states,alaska,,64.820278,-165.245556,no,High(86),,"64.820278,-165.245556,SHORT CREEK|Unavailable|Unavailable|High(86),64.820278,-165.373611,SHORT CREEK|Unavailable|Unavailable|High(86),65.439167,-166.306944,SHORT CREEK|Unavailable|Unavailable|High(86),57.369444,-156.419444,SHORT CREEK|Unavailable|Unavailable|High(86),62.468611,-151.023333,SHORT CREEK|Unavailable|Unavailable|High(86),64.365833,-155.563056,SHORT CREEK|Unavailable|Unavailable|High(86),65.928333,-166.096944,SHORT CREEK|Unavailable|Unavailable|High(86),56.268611,-133.326667,SHORT CREEK|Unavailable|Unavailable|High(86),56.004167,-131.526667,SHORT CREEK|Unavailable|Unavailable|High(86),64.7375,-155.516667,SHORT CREEK|Unavailable|Unavailable|High(86),67.484722,-149.229167,SHORT CREEK|Unavailable|Unavailable|High(86),62.883056,-160.968333,SHORT CREEK|Unavailable|Unavailable|High(86),65.866667,-162.437222,SHORT CREEK|Unavailable|Unavailable|High(86)",039d944e-94ec-4299-8b8a-b41ed7e39953
northway,united states,alaska,fairbanks north star borough,62.961667,-141.937222,no,High(83),,"62.961667,-141.937222,NORTHWAY|Unavailable|Unavailable|High(83)",03b24872-ac7f-4e34-a4eb-94873e90f75d
eielson air force base,united states,alaska,,64.669596,-147.094362,no,High(98),,"64.669596,-147.094362,EIELSON AIR FORCE BASE|AK:fedland:49@AIRPORT|Unavailable|High(98),64.653056,-147.054722,EIELSON AIR FORCE BASE|Unavailable|Unavailable|High(97)",03fa1317-a0df-4355-b856-106c12c3da0c
"murphy dome road, tanana river",united states,alaska,,64.771,-147.59119,no,Medium(57),,"64.771,-147.59119,(g1)Tanana River|Unavailable|Unavailable|Medium(57),65.160556,-151.960278,TANANA RIVER|Unavailable|Unavailable|Low(42),64.9525,-148.353333,MURPHY DOME|Unavailable|Unavailable|Low(41),65.171944,-152.078889,TANANA|Unavailable|Unavailable|Low(36),0,0,RIVER|Unavailable|Unavailable|Low(35),64.925,-148.130556,DOME|Unavailable|Unavailable|Low(34),58.733333,-161.6,DOME|Unavailable|Unavailable|Low(34)",0403189b-42ed-40d8-bbb1-0cd624ef5f36
swan hills (town),canada,alberta,,54.866667,-115.75,no,Low(40),,"54.866667,-115.75,SWAN HILLS|Unavailable|Unavailable|Low(40),55.433333,-115.3,SWAN|Unavailable|Unavailable|Low(34)",04103b09-a268-4b18-a480-b394d865ab47
clearwater river,united states,idaho,,46.424884,-117.037102,no,High(91),,"46.424884,-117.037102,CLEARWATER RIVER|Unavailable|Unavailable|High(91),46.304688,-116.125,(g1)Clearwater River|Unavailable|Unavailable|Medium(61),46.022393,-115.890974,CLEARWATER|Unavailable|Unavailable|Low(40)",04135367-de92-4e08-acdf-3d8a38c6ccb9
chicken,united states,alaska,,64.073333,-141.936111,no,High(82),,"64.073333,-141.936111,CHICKEN|Unavailable|Unavailable|High(82)",0414eb27-1645-4c29-9be5-5fc5eecfb808
polly creek,united states,alaska,,60.484722,-156.978056,no,High(86),,"60.484722,-156.978056,POLLY CREEK|Unavailable|Unavailable|High(86),64.3075,-141.436944,POLLY CREEK|Unavailable|Unavailable|High(86),60.281914,-152.465638,POLLY CREEK|Unavailable|Unavailable|High(86)",041762c2-c7e4-4bd9-bca7-62ad3d0ff1ed
6 mi n of ferry,united states,alaska,,64.103285,-149.116667,no,High(81),,"64.103285,-149.116667,Distance North of FERRY|AK:ppl:590@PPL@6@0|Unavailable|High(81),64.014397,-149.130278,Distance North of FERRY|Unavailable|Unavailable|High(80)",041fa597-8dcf-4072-91f0-b90896c58fa6
umbagog lakes,united states,maine,,44.762884,-71.042703,no,Low(29),,"44.762884,-71.042703,UMBAGOG LAKE|Unavailable|Unavailable|Low(29)",041fc96c-69a2-4e55-8d5e-95649fbb271c
taylor hwy mile 27,united states,alaska,southeast fairbanks,65.727222,-164.848611,no,Low(36),,"65.727222,-164.848611,TAYLOR|Unavailable|Unavailable|Low(36)",4ade89eb-59a2-4a32-8f1c-737706225d99
tazlina river,united states,alaska,,62.038611,-145.387222,no,High(88),,"62.038611,-145.387222,TAZLINA RIVER|Unavailable|Unavailable|High(88),62.05887,-145.428421,TAZLINA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",043e0985-a6b3-4b8e-8aee-5c3ec8a2b54e
mcgrath,united states,alaska,yukon-koyukuk,62.956389,-155.595833,no,High(82),,"62.956389,-155.595833,MCGRATH|Unavailable|Unavailable|High(82)",06d5e89e-2d28-467f-bfa3-b996375360fa
big porcupine creek,united states,montana,rosebud,46.29642,-106.814712,no,High(100),,"46.29642,-106.814712,BIG PORCUPINE CREEK->snapped to Big Porcupine Creek|Unavailable|Unavailable|High(100)",04584b87-97a5-46e2-9205-ddcbe2973b5e
