"uuid","genus","specificepithet","locality","country","stateprovince","county","datecollected","longitude","latitude","flags"
"fb7d2a58-bfd7-47d2-b9d3-2a72a3808a3f","leopardus","pardalis","parque zoologico, reserva ecologica el zapotal","mexico","chiapas","tuxtla gutierrez","1984-10-08","-93.1","16.7269444","[""idigbio_georeference""]"
"78924791-b6af-4d11-bc68-d852ed399c38","leopardus","pardalis","estación de biología chamela, ibunam","mexico","jalisco","la huerta","1970-04-18","-105.05000000000001","19.5","[""idigbio_georeference""]"
"11f91f91-5d9b-4a06-9ed0-47239d4b5164","leopardus","pardalis","mulato","mexico","tamaulipas","","1930-08-21","-98.95081272655749","24.893141114016643","[""idigbio_georeference""]"
"1ddc0749-30f2-452f-aeb3-ec0a1165fc76","leopardus","pardalis","mixcuate (miscuate)","mexico","colima","","1970-04-24","-103.93417","19.31528","[""idigbio_georeference""]"
"2ace0e80-4bba-4ab2-95bf-fff04469c34e","leopardus","pardalis","potrero grande, 25 km e","costa rica","puntarenas","","1964-10-06","-82.95596","9.01666","[""idigbio_georeference""]"
"a689860b-7fc8-438e-a207-24d3a377decb","leopardus","pardalis","12 km s, 43 km w chetumal","mexico","quintana roo","othon p. blanco","9999-03-31","-88.6944444","18.3958333","[""idigbio_georeference""]"
"b84e9965-30f5-4ca6-877b-2f8284f1f55d","leopardus","pardalis","san juan de santa cruz","costa rica","guanacaste","","1963-04-30","-85.56667","10.21667","[""idigbio_georeference""]"
"e00cd0d8-b7ec-4196-b0a8-8f2a634eb217","leopardus","pardalis","sayaxche","guatemala","peten","","1960-05-15","-90.19034","16.53044","[""idigbio_georeference""]"
"9a9d9533-9c67-4afd-aa31-21bcaa1ffabc","leopardus","pardalis","combes","united states","texas","cameron","1948-06-28","-97.734","26.248","[""idigbio_georeference""]"
"ac22cbb9-fc2b-4b88-972f-c55ea3d15fa5","felis","pardalis","zauta, 7 miles s santiago ixcuintla","mexico","nayarit","","1940-05-04","-105.142644","21.720925","[""idigbio_georeference""]"
"53c35c56-2998-43a2-94d1-67d3d7902ebc","leopardus","pardalis","5mi n cayo","belize","","","1931-03-16","-89.07139","17.22881","[""idigbio_georeference""]"
"31123a1e-eab5-45d5-b4c7-51b5b7e3f23c","leopardus","pardalis","coyote pass, 6 mi w hemet","united states","california","riverside county","1944-01-07","-117.0744292","33.745855","[""idigbio_georeference""]"
"e4621da6-9690-4e69-be96-a7024425a418","leopardus","pardalis","ejido dos lagunas, 42.5 km nne xpujil","mexico","campeche","calakmul","","-89.2305555","18.8627777","[""idigbio_georeference""]"
"5dcd418b-80ac-4d50-a1c0-12347ca69ba6","leopardus","pardalis","estación de biología chamela, ibunam, 5.5 km se chamela","mexico","jalisco","la huerta","","-105.0391666","19.4947222","[""idigbio_georeference""]"
"d0554088-153e-4680-8559-f6a1ef0dad21","leopardus","pardalis","119km by road n filadelfia","paraguay","boquerón","","1977-07-07","-59.8","-22.4","[""idigbio_georeference""]"
"ea860b1e-bef0-407d-8d22-523e9866ba1b","leopardus","pardalis","quebrada (canyon) timboy, 30 mi n of yacuiba, in aguarague range, 2000' elev.","bolivia","tarija","gran chaco","1958-10-01","-63.678593","-21.576582","[""geolocate_georeference""]"
"188d2104-1522-48e4-92d8-a40eef8312f4","leopardus","pardalis","mount duida, la laja, orinoco river","venezuela","amazonas","atabapo","1929-03-01","-65.613098","3.233347","[""geolocate_georeference""]"
"17d6b0da-0422-4cbb-878f-d35502da9373","leopardus","pardalis","bonda","colombia","magdalena","santa marta","1899-02-27","-74.122587","11.230923","[""geolocate_georeference""]"
"f0e0fcac-930d-4ff4-996f-b1083daeada2","leopardus","pardalis","nevati mission","peru","pasco","oxapampa","1964-07-15","-74.833333","-10.416667","[""geolocate_georeference""]"
"a9bbadac-e324-4b39-8c4c-8d980292b5db","leopardus","pardalis","maripa","venezuela","bolivar","sucre","1901-12-07","-63.729187","10.026597","[""geolocate_georeference""]"
"422d0dbe-b116-4e18-afea-b97e0dcb65f9","leopardus","pardalis","penas blancas","nicaragua","rivas","tola","1909-06-01","-85.613588","11.218207","[""geolocate_georeference""]"
"52216a02-4554-4360-ab6c-b3f3444a2deb","leopardus","pardalis","la gloria","mexico","oaxaca","juchitan","1950-03-01","-95.916667","17.9","[""geolocate_georeference""]"
"0793a3aa-8ab3-4258-8407-9a8873ac571b","leopardus","pardalis","alto san miguel, 30 kilometers south of medellin, headwaters of medellin river","colombia","antioquia","caldas","1949-01-01","-75.563591","5.980726","[""geolocate_georeference""]"
"dafb9f74-e59d-47e6-80c7-d9d0334af660","leopardus","pardalis","buena vista","bolivia","santa cruz","ichilo","1921-02-08","-59.333333","-18.6","[""geolocate_georeference""]"
"3e60be0e-1330-43d4-ae2c-93b43c48cdef","felis","pardalis","cole","ecuador","esmeraldas","","1963-10-16","-79.3833","0.4667","[""idigbio_georeference""]"
"4b4c6591-d55b-46fe-a477-0ae2d26faaba","felis","pardalis","pajan","ecuador","manabí","","1966-02-05","-80.4167","-1.5667","[""idigbio_georeference""]"
"b201e55e-e7b1-4b48-9861-ab2d41070560","felis","pardalis","montanas de panbula","ecuador","esmeraldas","","1963-08-15","-79.24207","0.70455","[""idigbio_georeference""]"
"2eb9afa8-9cab-4f6c-93df-1a5a64fef905","leopardus","pardalis","barro colorado is.","panama","","","1929-07-02","-80","9.15","[""idigbio_georeference""]"
"3e5ebd27-b08e-48b2-a337-26b150a095ae","felis","pardalis","montanas de mache","ecuador","esmeraldas","","1963-03-18","-79.8333","0.25","[""idigbio_georeference""]"
"304d0897-1b23-4ed5-ba8b-21e076ee65ba","felis","pardalis","montanas de san jose","ecuador","manabí","","1963-08-15","-80.333","-1.483","[""idigbio_georeference""]"
"a2c348fb-b2e2-438e-9c6d-671eeb90af55","leopardus","pardalis","descalvados","brazil","mato grosso","caceres","1925-10-30","-57.751842","-16.734548","[""idigbio_georeference""]"
"5dd252fb-cb9a-45c1-8e28-2965cb6b9b90","leopardus","pardalis","finca el cipres","guatemala","escuintla","tiquisate","1925-01-05","-90.675556","13.996667","[""geolocate_georeference""]"
"46c814d2-0e2c-4b23-ba6a-dbf7947222c1","leopardus","pardalis","umarituba, negro river, caiary - vaupes, tatu","brazil","amazonas","sao gabriel do cachoeira","1929-06-11","-67.25","0.066667","[""geolocate_georeference""]"
"db71116a-67c1-4b07-8f57-368daa95033a","leopardus","pardalis","san jose","mexico","tamaulipas","","1930-08-17","-99.541585","24.402146","[""geolocate_georeference""]"
"aef95565-8ae3-4262-99d0-6657b83fb32a","leopardus","pardalis","el real","panama","darien","pinogana","1915-01-13","-77.734384","8.109913","[""geolocate_georeference""]"
"bdf67cd7-0b0f-4ccf-83cd-32fcc6cf6080","leopardus","pardalis","hacienda island","mexico","sinaloa","escuinapa","1904-06-02","-108.133333","25.733333","[""geolocate_georeference""]"
"c4eb6995-220f-4fbd-aafc-c9a1ba82deda","leopardus","pardalis","salina garrapatera","mexico","oaxaca","tehuantepec","1948-02-11","-108.133333","24.933333","[""geolocate_georeference""]"
"1246ddba-70a0-4fd6-b31a-4ce406f4f04f","leopardus","pardalis","tocantins river","brazil","para","mocajuba","1931-11-18","-48.570436","-5.133541","[""geolocate_georeference""]"
"521cb4b8-b24f-44d5-bd52-c92a09492e22","leopardus","pardalis","tocantins river","brazil","para","baiao","1931-12-18","-48.703645","-5.174573","[""geolocate_georeference""]"
"e27e534d-49dd-4316-b184-c07576e521f7","leopardus","pardalis","los limones","mexico","sinaloa","san ignacio","1904-05-07","-107.513018","25.495874","[""geolocate_georeference""]"
"92df0a9a-a973-4c23-b68d-c2439769e450","leopardus","pardalis","tocantins river","brazil","para","mocajuba","1931-11-18","-48.908266","-5.2115","[""geolocate_georeference""]"
"dfff3925-f5d1-4fb3-9d6c-d14bc796c346","leopardus","pardalis","rosarinho, sampaio lake, madeira river","brazil","amazonas","manicore","1930-07-07","-61.439444","-5.905","[""geolocate_georeference""]"
"05bc8d35-7793-4fff-bff1-69f8656d8a28","felis","pardalis","lobinho, 12 mi. se lagoa comprida, 80 mi. e caceres","brazil","mato grosso","","1960-06-27","-56.480070000000005","-16.06667","[""idigbio_georeference""]"
"d6506cae-ce7c-4804-b9c2-48b0e706576e","felis","pardalis","el mayal","ecuador","pichincha","","1967-09-15","-78.60871","-0.27558","[""idigbio_georeference""]"
"d040ab08-05d2-440c-91b6-198b0698fc7c","felis","pardalis","achiote","ecuador","esmeraldas","","1966-03-22","-79.584","-1.442","[""idigbio_georeference""]"
"e104cb7e-2e55-454f-95c5-594657c268e5","leopardus","pardalis","kuitaro river","guyana","upper takutu-upper essequibo","","1963-10-30","-58.75","3.3","[""idigbio_georeference""]"
"be0fb432-2cf2-4580-a052-dca10a570f3b","felis","pardalis","tonchique","ecuador","esmeraldas","","1966-12-29","-79.95","0.8167","[""idigbio_georeference""]"
"e16b7b82-13ac-445d-85c0-c30159777407","leopardus","pardalis","rio samiria, santa elena","peru","loreto","loreto","1956-12-10","-74.2166672","-4.8333335","[""idigbio_georeference""]"
"84ae308b-f4c2-41bb-a7e9-881aeb517169","leopardus","pardalis","quincemil","peru","cuzco","quispicanchi","1950-07-04","-70.6333313","-13.2666664","[""idigbio_georeference""]"
"ea81d75a-686f-44fa-af8c-ae27756e904d","leopardus","pardalis","tapanti, orosi","costa rica","cartago","paraiso","1942-03-14","-83.800367","9.768421","[""geolocate_georeference""]"
"3bf9fa8c-e57b-4c4f-b06c-49c40a84e74b","leopardus","pardalis","finca el espino","guatemala","suchitepequez","mazatenango","1925-07-23","-91.533333","14.35","[""geolocate_georeference""]"
"9ea2ebe8-5dac-4f1f-b6a2-40acaea6f67a","leopardus","pardalis","lagarto, upper ucayali river","peru","loreto","requena","1928-01-18","-73.785468","-5.034118","[""geolocate_georeference""]"
"13ee467a-490f-46b4-b9fc-6838e12a782c","felis","pardalis","rio tapajos, tauary","brazil","","","1933-05-25","-55.124392","-3.096606","[""geolocate_georeference""]"
"9cf36782-2621-4723-b156-03797138f6df","felis","pardalis","guacharaca","ecuador","esmeraldas","","1963-07-24","-79.04488","0.728726","[""geolocate_georeference""]"
"aa23cf7d-f00c-4292-a711-c7fbe675381e","leopardus","pardalis","santa rosa, upper ucayali river","peru","loreto","requena","1927-11-17","-74.233333","-6.7","[""geolocate_georeference""]"
"99b86d0f-ae76-41f8-8082-e8cf4c0a5bc1","leopardus","pardalis","descalvados","brazil","mato grosso","caceres","1916-12-01","-57.7","-16.75","[""geolocate_georeference""]"
"8097445b-777a-4e52-b2e2-856ca9796002","leopardus","pardalis","rio yavari mirim, quebrada esperanza","peru","loreto","mariscal ramon castilla","1957-09-12","-71.7833328","-4.4499998","[""idigbio_georeference""]"
"f2a96064-dde6-493e-a5b7-b604ffef8dab","felis","pardalis","achote","ecuador","esmeraldas","","1963-08-05","-79.12227","0.05978","[""idigbio_georeference""]"
"a06346c8-eb92-420e-8513-9495009ed42c","felis","pardalis","quanande","ecuador","manabí","","1966-01-07","-79.71041","-0.26233","[""idigbio_georeference""]"
"f9971caa-df41-4377-ae67-fc6a53879221","leopardus","pardalis","santiago river mouth, at mid maranon river","peru","loreto","alto amazonas","1930-10-30","-77.633333","-4.416667","[""geolocate_georeference""]"
"2fbe8fec-0176-4af4-90bf-84433d9457d8","leopardus","pardalis","tapajos river, limoal","brazil","pará","","1931-07-29","-55.18492","-3.557775","[""geolocate_georeference""]"
"b708a1bb-632b-4166-a723-da0a55a66c7f","felis","pardalis","montanas de temban","ecuador","esmeraldas","","1963-07-13","-78.604826","0.539052","[""geolocate_georeference""]"
"12999d8a-774a-4caa-a67f-136f1463d021","felis","pardalis","malimpia","ecuador","esmeraldas","","1963-07-08","-79.4","0.4","[""idigbio_georeference""]"
"6bb6e465-1fa5-4770-a71e-d9a7469db1ae","felis","pardalis","sade","ecuador","esmeraldas","","1966-09-28","-79.367","0.517","[""idigbio_georeference""]"
"2f5e594d-3d19-4aae-8a4b-453081234892","leopardus","pardalis","carandaity, 30 km se","bolivia","","","1957-08-23","-62.85","-20.96667","[""idigbio_georeference""]"
"e5fe2fbe-6956-4b78-b7ad-2bbf328a400c","felis","pardalis","chila","ecuador","manabí","","1967-02-05","-80.067","-0.117","[""idigbio_georeference""]"
"c90f6f70-5f8c-4cb8-944c-c4daf55906d8","felis","pardalis","bua","ecuador","esmeraldas","","1966-05-09","-79.56108","0.04977","[""idigbio_georeference""]"
"f22476e0-41ba-4e34-a6be-f9fd83799220","leopardus","pardalis","paramba","ecuador","imbabura","","1899-11-02","-78.35","0.816667","[""geolocate_georeference""]"
"6067bb2a-ca8f-47d5-b8cd-2cfd9d747569","felis","pardalis","rio tapajos, tauary","brazil","","","1932-10-24","-55.1148","-3.102627","[""geolocate_georeference""]"
"0679d3be-ae9a-4b69-a44e-9632b93dc8e6","leopardus","pardalis","lagarto, upper ucayali river","peru","loreto","requena","1928-02-09","-74.616667","-5.866667","[""geolocate_georeference""]"
"ebc3be36-e513-49e5-8d9f-276da93b8907","leopardus","pardalis","fort verde, cliff dwelling","united states","arizona","yavapai","1887-04-01","-112.299334","34.879187","[""geolocate_georeference""]"
"b3564ae9-0085-40d6-97ac-a161c557258c","felis","pardalis","montanas de zapotal","ecuador","los ríos","","1963-08-13","-79.383","-1.35","[""idigbio_georeference""]"
"fe087c9d-4abd-4cc8-90ec-dc16d2d0e03f","felis","pardalis","el carmen","ecuador","pichincha","","1966-03-08","-78.367","-0.433","[""idigbio_georeference""]"
"1b307af6-103e-49ca-9b95-ec3ced54f250","felis","pardalis","quanande","ecuador","esmeraldas","","1965-11-27","-79.52489","0.19908","[""idigbio_georeference""]"
"6d3225cf-f2b5-4566-a912-2476d33d389f","leopardus","pardalis","abq biopark zoo, albuquerque","united states","new mexico","bernalillo county","1966-12-08","-106.663485","35.078382","[""idigbio_georeference""]"
"7d608fe3-3819-42ec-be70-6a2c4869533c","felis","pardalis","el carmen","ecuador","los ríos","","1966-05-09","-79.617","-1.433","[""idigbio_georeference""]"
"0d09a39b-59e5-477f-b181-427fa3bd876b","felis","pardalis","montanas de acaramanga","ecuador","esmeraldas","","1963-06-22","-78.530067","0.602049","[""geolocate_georeference""]"
"c1067796-20d7-4428-8a48-c0db041aa197","leopardus","pardalis","kartabo point","guyana","cuyuni - mazaruni region","","1922-03-19","-60.488885","5.966992","[""geolocate_georeference""]"
"2e3e5c8c-7c5f-4cd9-8e75-8208a9ccb17e","felis","pardalis","puerto victoria","peru","pasco","oxapampa","1963-06-25","-74.933767","-9.87663","[""geolocate_georeference""]"
"ffa55e7c-2283-4f12-bd2d-c42e9d45ff5e","felis","pardalis","rio verde","ecuador","esmeraldas","","1966-04-18","-79.417","1.067","[""idigbio_georeference""]"
"41518aca-bea3-4b63-b997-c217968d8316","felis","pardalis","guaillabamba","ecuador","esmeraldas","","1966-03-21","-79.4","0.45","[""idigbio_georeference""]"
"e4914e2b-78c1-475c-899b-c0f4a49af982","felis","pardalis","arenanga","ecuador","esmeraldas","","1963-10-16","-79.6126","-0.27558","[""idigbio_georeference""]"
"1afa50b4-3346-4d37-8235-4963a067dd18","felis","pardalis","near jipijapa","ecuador","manabí","","1963-03-14","-80.583","-1.333","[""idigbio_georeference""]"
"1d6566d0-c0b6-467d-bd14-ff251480b9cc","leopardus","pardalis","buena vista","bolivia","santa cruz","ichilo","1924-05-01","-63.6666679","-17.4500008","[""idigbio_georeference""]"
"f0cef29d-7e4d-4186-9dc4-9cc68ba53a2c","leopardus","pardalis","altamira","peru","madre de dios","manu","1961-08-27","-71.1333313","-12.1999998","[""idigbio_georeference""]"
"1c9f57cc-492b-4097-9cfc-312f61336e77","leopardus","pardalis","rio samiria, biological station ""pithecia""","peru","loreto","loreto","1980-11-28","-74.622963","-3.3057799","[""idigbio_georeference""]"
"de5f08b4-a7b1-4114-bda4-6952dc173f5d","felis","pardalis","montanas de miramuchin","ecuador","esmeraldas","","1963-07-22","-79.504037","0.272686","[""geolocate_georeference""]"
"19ee2dc8-0063-4460-a441-ba884e216cc5","felis","pardalis","pueblo viejo","colombia","","","1898-03-28","-72.1","5.7","[""geolocate_georeference""]"
"ec52bd94-2ff4-4edf-8b91-be5a22b25377","leopardus","pardalis","southwestern part of prov","brazil","mato grosso","","1936-07-28","-57.906755","-15.037601","[""geolocate_georeference""]"
"dc24dee4-c150-41dd-a5c3-f14f86324efe","felis","pardalis","montanas de guacharaca","ecuador","esmeraldas","","1963-06-02","-78.559764","0.681953","[""geolocate_georeference""]"
"1f930653-7cac-4881-8c25-dd7c33986604","felis","pardalis","montanas de tachina","ecuador","esmeraldas","","1963-04-06","-79.617","0.95","[""idigbio_georeference""]"
"9ddd8631-8d58-413e-8156-b97152f48542","felis","pardalis","santo domingo de los colorados","ecuador","pichincha","","1966-03-05","-79.15000000000002","-0.25","[""idigbio_georeference""]"
"f6ff6bbf-f0a9-4d99-a561-771e8e75d38c","leopardus","pardalis","villa arteaga","colombia","antioquia","uraba","1950-01-30","-76.43333333","7.333333333","[""idigbio_georeference""]"
"751a3fcf-3eed-4515-8697-e50fbcc002de","felis","pardalis","santa cecilia","ecuador","","","1966-07-19","-76.989","0.084","[""idigbio_georeference""]"
"d318a992-7188-4f3e-a719-181454a3a094","leopardus","pardalis","tingo maria","peru","huanuco","leoncio prado","1922-10-11","-75.9833298","-9.3000002","[""idigbio_georeference""]"
"76b054b1-f73e-40f6-8aea-a287e598d145","leopardus","pardalis","pozuzo","peru","pasco","oxapampa","1923-01-26","-75.5333328","-10.0666666","[""idigbio_georeference""]"
"789c255f-aa34-4ec8-b7ed-d8c74102f268","felis","pardalis","viche","ecuador","esmeraldas","","1963-05-29","-79.55","0.633","[""idigbio_georeference""]"
"98ab6641-7aef-4734-b7ea-a8918e2550e7","felis","pardalis","montanas de mirador","ecuador","esmeraldas","","1963-08-06","-77.959374","-3.042256","[""geolocate_georeference""]"
"d8c18db6-6211-443c-8eec-16a9ba1d13d2","leopardus","pardalis","iquitos","peru","loreto","maynas","1926-10-02","-73.322493","-3.716065","[""geolocate_georeference""]"
"ed5cccf2-dfd8-41e5-a067-df1271273e23","leopardus","pardalis","iquitos","peru","loreto","maynas","1925-08-22","-73.303781","-3.721375","[""geolocate_georeference""]"
"5fe5c782-9b1b-4e56-ad5d-371b24e25860","leopardus","pardalis","iquitos","peru","loreto","maynas","1925-08-22","-73.326956","-3.734051","[""geolocate_georeference""]"
"3de7d297-0779-4001-b019-eda5d9f88f5c","felis","pardalis","aragon","ecuador","esmeraldas","","1963-03-28","-78.973811","0.71388","[""geolocate_georeference""]"
"6d4eaeff-8130-4ed4-afb8-45947ce71aa5","felis","pardalis","maicito","ecuador","esmeraldas","","1966-02-13","-79.816667","-1.25","[""geolocate_georeference""]"
"fe158e7b-a659-4307-9974-5b0d75690609","leopardus","pardalis","[not recorded].","united states","","","1966-07-18","-98.579567","39.828205","[""idigbio_georeference""]"
"71de9bd0-346c-4320-ab74-3c56ef150822","felis","pardalis","atacames","ecuador","esmeraldas","","1966-07-23","-79.85","0.867","[""idigbio_georeference""]"
"5d8c225e-d24a-418b-a088-07a37a77a0e6","felis","pardalis","timbre","ecuador","esmeraldas","","1963-03-12","-78.883","0.95","[""idigbio_georeference""]"
"5e07c874-89a2-4a68-b9d8-bddae13d81ac","felis","pardalis","esmeraldas","ecuador","esmeraldas","","1966-06-13","-79.7","0.9833000000000001","[""idigbio_georeference""]"
"1e22ab53-4766-442c-87cd-822db6f7a4e8","leopardus","pardalis","río curanja, balta","peru","loreto","","1966-08-09","-71.217","-10.133","[""idigbio_georeference""]"
"23b03c83-d69f-4ef1-a2f2-c9ae6a267f82","leopardus","pardalis","","mexico","quintana roo territory","","1948-11-28","-88.2833","18.5","[""idigbio_georeference""]"
"35aea9fd-ca3e-468f-9254-6f55dcbed3f3","felis","pardalis","mazatlan (sinaloa)","mexico","","","","-103.824267","19.456577","[""geolocate_georeference""]"
"0ee0d86a-29c2-4cc0-8f19-63cedacb0bff","felis","pardalis","caune","ecuador","esmeraldas","","1963-05-18","-78.967909","0.668884","[""geolocate_georeference""]"
"bbbfee06-eb28-45b9-9ad4-1935105102c0","leopardus","pardalis","champoton, la tuxpena","mexico","campeche","champoton municipality","1912-12-23","-90.118585","18.450279","[""geolocate_georeference""]"
"0dcc515e-5b43-4917-a38b-cec39ed78bfe","felis","pardalis","caune","ecuador","esmeraldas","","1963-03-06","-79.127983","0.428741","[""geolocate_georeference""]"
"5df315c1-9c47-4cad-b61f-5ad55566cb23","felis","pardalis","limones","ecuador","pichincha","","1966-09-22","-79.966667","-1.8","[""geolocate_georeference""]"
"56d25fc3-91c5-4888-bd4a-0385d4f1f748","felis","pardalis","caune","ecuador","esmeraldas","","1963-03-12","-79.144033","0.702871","[""geolocate_georeference""]"
"a93099b7-83f6-4143-a3f8-dfe0a2839aa1","leopardus","pardalis","tuyuyu","brazil","mato grosso","caceres","1925-11-27","-57.79631","-17.190057","[""geolocate_georeference""]"
"90bab1d8-89c7-4ad9-a243-214a76807df3","felis","pardalis","caune","ecuador","esmeraldas","","1963-06-06","-79.179567","0.840359","[""geolocate_georeference""]"
"8223d969-cfda-457e-9811-10651fb6899f","felis","pardalis","el carmen","ecuador","esmeraldas","","1966-03-28","-79.416667","0.916667","[""geolocate_georeference""]"
"232ad177-a09f-4b4c-9f55-453fba72e20a","felis","pardalis","tiaugne","ecuador","esmeraldas","","1963-04-18","-78.718091","0.88972","[""geolocate_georeference""]"
"b701bc9e-fd2f-431f-b2f2-8c20e08267dc","leopardus","pardalis","rio guaimaral","colombia","cesar","valledupar district","1942-08-28","-73.625177","9.901531","[""geolocate_georeference""]"
"03e2c530-3034-4972-a9e9-3e2439e25438","felis","pardalis","playa de oro","ecuador","esmeraldas","","1966-06-24","-78.8","0.867","[""idigbio_georeference""]"
"7700fac1-4594-43e6-8e15-254e89021693","felis","pardalis","manabi","ecuador","manabí","","1965-05-19","-80.15455","0.76364","[""idigbio_georeference""]"
"485b26a2-c35d-40e5-82e4-05250385dcb9","felis","pardalis","empalme","ecuador","los ríos","","1965-03-04","-79.617","-1.05","[""idigbio_georeference""]"
"cd2b6555-55f8-4a5d-a420-42c8aa2677a3","leopardus","pardalis","rio morona, quebrada pushaga","peru","loreto","alto amazonas","1957-03-15","-77.3333359","-4","[""idigbio_georeference""]"
"c7439db0-e4df-40fd-9e19-daa7085685d1","felis","pardalis","via chone","ecuador","manabí","","1967-07-24","-80.1","-0.683","[""idigbio_georeference""]"
"9245cf32-9576-4eb7-b5b3-5a278f1e1392","leopardus","pardalis","paramakatoi, parmakatoi, pakaraima mountain","guyana","potaro-siparuni","","1960-11-30","-59.7","4.7166667","[""idigbio_georeference""]"
"e9e0daf6-2e57-4481-a2a9-8752ac8a6b2c","leopardus","pardalis","san jose de payamino","ecuador","francisco de orellana","","","-77.2833","-0.5","[""idigbio_georeference""]"
"00318669-8e89-4f7c-a7fc-821394813f8d","felis","pardalis","aragon","ecuador","esmeraldas","","1963-07-12","-79.7307","0.544744","[""geolocate_georeference""]"
"f08817a4-19df-430c-8dfd-94a95062af74","felis","pardalis","cujni (?)","ecuador","esmeraldas","","1963-04-21","-79.884251","0.470246","[""geolocate_georeference""]"
"92ae1cde-8ff5-44ba-a0c5-347fe8fbceea","leopardus","pardalis","laguna del tigre, parque nacional, reserva de biosfera maya.; rio candelaria,","guatemala","petén","san andrés","1998-09-17","-90.721413","17.790327","[""geolocate_georeference""]"
"4fc1aad4-6de2-4ced-a7b8-a6b098d8a243","felis","pardalis","serra do parintins, amazon river, south bank","brazil","amazonas","parintins","1930-11-08","-56.775557","-2.677331","[""geolocate_georeference""]"
"364b8e8c-d773-4e18-9823-a1941fce4207","felis","pardalis","tiahune","ecuador","esmeraldas","","1966-07-25","-79.106196","0.482605","[""geolocate_georeference""]"
"eb60b953-1595-4830-9c48-5908fd668123","felis","pardalis","recunto el calmeri","ecuador","esmeraldas","","1966-05-03","-78.661936","0.688759","[""geolocate_georeference""]"
"7736e0be-82db-4131-8e47-4cd8f58e1190","felis","pardalis","cangne","ecuador","esmeraldas","","1963-09-15","-79.264382","0.878942","[""geolocate_georeference""]"
"62ac52fc-94fd-4769-956c-a5c524aa88c9","felis","pardalis","caune","ecuador","esmeraldas","","1963-03-18","-78.578509","1.112194","[""geolocate_georeference""]"
"d27c035f-b495-4a17-ab83-429298dc7b5d","felis","pardalis","cangne","ecuador","esmeraldas","","1963-07-13","-79.157265","0.549206","[""geolocate_georeference""]"
"eefc46f0-78ba-4afc-945b-0649b4848451","felis","pardalis","cangne","ecuador","esmeraldas","","1963-10-12","-79.148596","0.829165","[""geolocate_georeference""]"
