"uuid","genus","specificepithet","locality","country","stateprovince","county","datecollected","longitude","latitude","flags"
"0fe45d60-8ff5-4951-9f2b-1342e40612f1","lynx","canadensis","parnell township","canada","ontario","algoma","1980-01-02","-82.97773258010568","49.385319579102664","[""idigbio_georeference""]"
"10caadfd-b5d6-489f-9dda-5b341f96c065","lynx","canadensis","cushman creek","united states","alaska","","1998-12-05","-147.8833333333","65.15","[""idigbio_georeference""]"
"100752db-39e9-4b01-af8d-810704c4aa14","lynx","canadensis","mamby hot springs","united states","alaska","","1969-11-15","-154.835833","64.923611","[""geolocate_georeference""]"
"109b7a57-f57d-4797-963e-46b4b2273b33","lynx","canadensis","chapleau","canada","ontario","sudbury district","1968-01-30","-83.4","47.833333","[""geolocate_georeference""]"
"118e61cd-ac91-42af-b6d2-ae80ed581664","lynx","canadensis","","united states","alaska","","1955-11-01","-156.83","66","[""idigbio_georeference""]"
"11970018-bfb7-46c5-a191-adde27b4eee2","lynx","canadensis","tolsona lake","united states","alaska","","1969-01-04","-146.048","62.1162","[""idigbio_georeference""]"
"12020e4e-6e30-454d-8d17-09c6c84ec981","lynx","canadensis","moose creek","united states","alaska","","1955-01-22","-148","65","[""idigbio_georeference""]"
"1150ae04-6816-468e-b88c-e3e79bb19042","lynx","canadensis","porcupine creek area","united states","alaska","","1964-11-23","-142.69","63.380833","[""geolocate_georeference""]"
"127f60e6-34db-48e3-a84c-71478670abb3","lynx","canadensis","globe creek","united states","alaska","","1969-12-24","-148.403611","65.250278","[""geolocate_georeference""]"
"1371fed9-c049-42c3-a41f-045c9c845e4c","lynx","canadensis","petry","canada","ontario","thunder bay","1950-01-16","-90.84450011638955","49.3396843231331","[""idigbio_georeference""]"
"130998d1-e5f9-45a4-8f0c-37a1de575cb9","lynx","canadensis","olnes","united states","alaska","","1965-12-20","-147.67","65.074167","[""geolocate_georeference""]"
"1377bca5-fa2c-4f78-8f9f-6930329ce185","lynx","canadensis","elk","united states","wyoming","","1917-08-26","-110.547429","43.786606","[""geolocate_georeference""]"
"1429afd5-0670-43f7-9f6e-8d7683163635","lynx","canadensis","indian river","united states","alaska","","1968-06-26","-161.947222","59.290556","[""geolocate_georeference""]"
"14c32854-7572-4dd1-8e3f-e69f726aebc3","lynx","canadensis","cedarville","united states","michigan","chippewa","1958-03-15","-84.36313158408419","45.99811756424794","[""idigbio_georeference""]"
"14c3ce31-2445-404e-8bfb-e71f632c4ced","lynx","canadensis","5 miles east of fairbanks","united states","alaska","","1998-12-21","-147.5","64.84","[""idigbio_georeference""]"
"14ef8a96-338b-4599-8977-0f19b255b2e2","lynx","canadensis","french creek","united states","alaska","","2003-01-01","-146.7009008333","64.6155266667","[""idigbio_georeference""]"
"14f49c36-bbb2-40aa-b731-e19b1a03c14f","lynx","canadensis","tatalina","united states","alaska","","1999-11-01","-148.3216094","65.3244453","[""idigbio_georeference""]"
"15badb6f-8fc6-4cbb-bd2c-70cca1e527dd","lynx","canadensis","gardiner creek flats","united states","alaska","","1999-11-01","-141.5211105","62.8194427","[""idigbio_georeference""]"
"160666d5-3a1c-4c87-9303-4fbfad42ffa3","lynx","canadensis","goose bay","united states","alaska","matanuska-susitna borough","1958-11-16","-149.5216667","61.3716667","[""idigbio_georeference""]"
"14851b41-69f0-4b57-afb3-2805badfd826","lynx","canadensis","swan hills (town)","canada","alberta","","","-115.75","54.866667","[""geolocate_georeference""]"
"14d3f2ed-87e3-4280-a183-ce539a324d00","lynx","canadensis","nenana river","united states","alaska","","1991-12-31","-149.105","64.564722","[""geolocate_georeference""]"
"1625cd02-74d1-477d-9917-24f0615adb0e","lynx","canadensis","kettle valley; e of kelowna","canada","british columbia","","1913-12-29","-118.943446","49.056813","[""idigbio_georeference""]"
"16709aa0-ba42-4aa2-b1b5-2d1932ab4673","lynx","canadensis","old nenana highway","united states","alaska","","1965-01-14","-148.04","64.85","[""idigbio_georeference""]"
"168b2a06-dd9d-45c4-99db-ca2b15765641","lynx","canadensis","healy","united states","alaska","","1964-02-19","-148.96","63.85","[""idigbio_georeference""]"
"16e5197f-bec5-4396-919a-185059711a75","lynx","canadensis","tok, across indian river","united states","alaska","","1968-01-10","-149.655278","62.785833","[""geolocate_georeference""]"
"17469975-66cc-46db-8271-e102a931c7ad","lynx","canadensis","lower skeenan river, near seven sisters","canada","british columbia","","1915-11-08","-128.216667","54.966667","[""geolocate_georeference""]"
"17f1744d-b381-4585-915c-2d97662984a0","lynx","canadensis","kennedy township","canada","ontario","cochrane","1979-11-01","-80.7833333","49.1166667","[""idigbio_georeference""]"
"180e76d1-3e49-47b0-9150-99fcc141d7a8","lynx","canadensis","cooper township","canada","ontario","thunder bay","","-84.9333333","48.6","[""idigbio_georeference""]"
"190eba06-555d-4d87-93b3-94f608a1aaf2","lynx","canadensis","poulin township","canada","ontario","algoma","1979-12-15","-82.86969","46.66837","[""idigbio_georeference""]"
"18e60bce-7342-4aad-98e7-5124c1f2090d","lynx","canadensis","moosehead lake, mile 1385 alaska highway","united states","alaska","","1964-02-28","-148.0652777778","64.8472222222","[""idigbio_georeference""]"
"19241fb3-31a0-415f-b007-1b602995f2e5","lynx","canadensis","vigor creek","united states","alaska","","1999-11-01","-148.7","65.3333333333","[""idigbio_georeference""]"
"193e161b-5cb4-43d9-972e-794819499719","lynx","canadensis","delta junction","united states","alaska","","1964-02-02","-147.73","64.03","[""idigbio_georeference""]"
"197e274c-b0a3-498d-873d-4944517ebbb0","lynx","canadensis","standard creek","united states","alaska","","1999-11-01","-148.5191803","64.778614","[""idigbio_georeference""]"
"19a6a781-2899-47f2-a165-f103e170ff6f","lynx","canadensis","28 miles e fairbanks on chena river","united states","alaska","","1974-01-15","-146.76577","64.834746","[""idigbio_georeference""]"
"1b4c6f74-e4a4-4e41-889f-b0684cc89744","lynx","canadensis","minnipuka township","canada","ontario","cochrane","1979-12-04","-83.7333333","49","[""idigbio_georeference""]"
"1844d466-2837-4abd-bceb-9c3a2c4bcf69","lynx","canadensis","minto flats","united states","alaska","","1999-01-01","-149.349708","65.150411","[""geolocate_georeference""]"
"18c2aec9-8aa7-4503-ad6b-0e547ac52486","lynx","canadensis","nabesna river","united states","alaska","","","-141.865833","63.049167","[""geolocate_georeference""]"
"18fcef7b-6dfc-4d46-a40e-295afc6e2cbd","lynx","canadensis","prince rupert","canada","british columbia","","1916-03-15","-130.333333","54.316667","[""geolocate_georeference""]"
"192eb4b0-fd34-4a8d-b278-7634a12a63fa","lynx","canadensis","pippin lake","united states","alaska","","1972-12-20","-145.170164","61.709022","[""geolocate_georeference""]"
"19c7606e-0d14-4f5d-a880-9530b7d79e1a","lynx","canadensis","bernhardt township","canada","ontario","timiskaming","1980-02-15","-80.0666667","48.2333333","[""idigbio_georeference""]"
"19f4cd67-b101-4b47-bb48-cfe8ae566200","lynx","canadensis","lake clark","united states","alaska","","2003-02-17","-154.2497437","60.2192472","[""idigbio_georeference""]"
"1a1592a8-2439-46bf-9d81-a96578beb5b4","lynx","canadensis","dry creek, alaska highway","united states","alaska","","1964-01-05","-144.56","63.7","[""idigbio_georeference""]"
"1c040b35-d9cd-4365-952a-f5746a1b15a0","lynx","canadensis","molly creek, hunt fork","united states","alaska","","1960-02-04","-142.93859165211384","64.18948422258983","[""idigbio_georeference""]"
"1aa11506-62c4-415f-8396-a81a950fdaa1","lynx","canadensis","livengood","united states","alaska","","1970-01-01","-148.54","65.52","[""idigbio_georeference""]"
"1b379988-c2b4-4a61-b4a7-df52115ee34b","lynx","canadensis","chickaloon","united states","alaska","","2012-02-09","-147.81473","61.80086","[""idigbio_georeference""]"
"1a6d1114-1de1-4700-b6cb-8b723baed670","lynx","canadensis","gerstle river road","united states","alaska","","1967-11-11","-145.135278","64.056944","[""geolocate_georeference""]"
"1aea2ac9-3493-4291-9898-c8a1c4af6e32","lynx","canadensis","upper ladue river","united states","alaska","","1999-11-01","-140.371667","63.123333","[""geolocate_georeference""]"
"1c145837-5c79-491b-a312-b8ee1f8396b7","lynx","canadensis","stuarts lake","canada","british columbia","","1891-03-28","-64.854722","43.900556","[""geolocate_georeference""]"
"1c35b5fe-decf-45fb-baaf-62c3ca4cb980","lynx","canadensis","mail slough","united states","alaska","","1880-01-01","-149.000556","66.050556","[""geolocate_georeference""]"
"1cd9061e-635c-4632-a1f2-f89eaa2f1480","lynx","canadensis","big porcupine creek","united states","montana","rosebud","1887-10-25","-106.814712","46.29642","[""geolocate_georeference""]"
"1d962d41-276b-4b4c-a637-004678b383a4","lynx","canadensis","lake tustumena, kenai peninsula","united states","alaska","","1908-02-10","-150.9411111111","60.2294444444","[""idigbio_georeference""]"
"1ed5d4d1-c842-463c-b0fe-42091eadaf2a","lynx","canadensis","chena river","united states","alaska","","1964-02-21","-147.91","64.79","[""idigbio_georeference""]"
"1da3b99d-80a3-470d-b8a1-3926093ff82a","lynx","canadensis","barkerville, indian point creek","canada","british columbia","","","-134.096111","59.618333","[""geolocate_georeference""]"
"1dc78503-59f4-4e17-80cf-454d74f2401f","lynx","canadensis","hawk hills","canada","alberta","","","-117.75","57.5","[""geolocate_georeference""]"
"1dfa1c31-46df-4483-b8b0-7830c2a88399","lynx","canadensis","rosie creek","united states","alaska","","1999-11-01","-150.294444","67.198056","[""geolocate_georeference""]"
"1eb98abf-c749-4b44-8ec2-a682b16e001b","lynx","canadensis","iron county, michigan","united states","michigan","iron county","","-88.530527","46.208692","[""geolocate_georeference""]"
"202f5dc6-a823-49b6-96b4-0a6917fc38e6","lynx","canadensis","bowron lake region, barkerville district","canada","british columbia","","1927-01-01","-121.3833","53.2333","[""idigbio_georeference""]"
"20334c4e-c679-424b-8fcc-32ab1a259b26","lynx","canadensis","bottenintnin lake","united states","alaska","","1997-11-17","-150.5552777778","60.5155555556","[""idigbio_georeference""]"
"20a84250-0f3a-4e42-9a24-3cf77fd7a3aa","lynx","canadensis","craig township","canada","ontario","sudbury","","-81.75","46.7666667","[""idigbio_georeference""]"
"1f2f4a18-bea1-4325-afc6-427aeb963ed3","lynx","canadensis","gakona","united states","alaska","","1965-12-01","-145.301944","62.301944","[""geolocate_georeference""]"
"1f32fa74-beb9-4760-9373-92e8c5eb9135","lynx","canadensis","upper chisana drainage","united states","alaska","","","-142.040833","62.066111","[""geolocate_georeference""]"
"1f8ef98b-89dd-4ec3-8170-7068f02e9faf","lynx","canadensis","lakina river","united states","alaska","","1972-12-14","-143.566111","61.324167","[""geolocate_georeference""]"
"1fe18943-6c2d-4e63-927e-a70982fe3148","lynx","canadensis","otter creek","canada","alberta","","1961-11-20","-115.983333","52.191389","[""geolocate_georeference""]"
"206414fa-e8b4-4746-91ee-4666042b6fc1","lynx","canadensis","ashland","united states","maine","aroostook","1993-01-26","-68.406152","46.631153","[""geolocate_georeference""]"
"20ce3e3f-f90b-484a-970a-e5ca0748b198","lynx","canadensis","ladue river","united states","alaska","","","-140.36","63.01","[""idigbio_georeference""]"
"20f9f5d8-0b96-4b87-9a74-a973aa3b35a2","lynx","canadensis","vermillion creek, 38 km se norman wells","canada","northwest territories","","2004-01-01","-126.1333333333","65.1166666667","[""idigbio_georeference""]"
"218bdae4-0fba-4293-b5bf-71027c5d4599","lynx","canadensis","ninilchick, kenai peninsula","united states","alaska","","1905-12-01","-151.6688888889","60.0513888889","[""idigbio_georeference""]"
"21bfd4af-174b-4913-953f-1f8ee0262b84","lynx","canadensis","hunt fork","united states","alaska","","1957-02-16","-152.56997747380152","67.81193660570223","[""idigbio_georeference""]"
"224d69fe-80cf-4c59-a3ba-fca2043c6bfd","lynx","canadensis","clear creek by anderson","united states","alaska","","1995-02-07","-149.11","64.4","[""idigbio_georeference""]"
"47d7c988-6d5d-4ae1-8eec-194e52f59e25","lynx","canadensis","methow crest","united states","washington","chelan","1952-12-27","-120.003685","48.130143","[""geolocate_georeference""]"
"2189e806-398d-4d14-961b-8145a846c727","lynx","canadensis","aklavik","canada","northwest territories","","","-135","68.216667","[""geolocate_georeference""]"
"22d94aac-8d73-4384-a604-b0cb75bd80dc","lynx","canadensis","gillies limit township","canada","ontario","timiskaming","1979-11-28","-79.7333333","47.2833333","[""idigbio_georeference""]"
"23293bdc-0817-47f2-903b-40e513bcf8bf","lynx","canadensis","laberge township","canada","ontario","thunder bay","1979-11-25","-85.6467","48.67013","[""idigbio_georeference""]"
"235ecc59-0a66-4d67-8442-d9961b7410b2","lynx","canadensis","yaremko township","canada","ontario","algoma","1980-01-27","-82.61967","46.84628","[""idigbio_georeference""]"
"22a52113-30df-4901-81fa-1b0e5aa8a41b","lynx","canadensis","32 mi. north-northeast of galena.","united states","alaska","yukon-koyukuk dist.","2003-01-01","-156.9275","64.733333","[""geolocate_georeference""]"
"2355ff5d-557f-45de-86a6-088dc018980a","lynx","canadensis","old saulich","united states","alaska","","1964-03-31","-148.277778","64.863333","[""geolocate_georeference""]"
"244f3033-5db8-4468-a6c6-3cb6ff9b6a67","lynx","canadensis","murphy dome","united states","alaska","","1953-12-06","-148.33","64.91","[""idigbio_georeference""]"
"24efeaef-bfcb-4038-89ef-2b36ffecc7ef","lynx","canadensis","kusilif [=kasilof?], kenai peninsula","united states","alaska","","1906-11-12","-151.2744444444","60.3375","[""idigbio_georeference""]"
"2517ab31-49a8-4ed3-b17e-e501aeff22ea","lynx","canadensis","t45n, r2e, section 6, dunbar","united states","michigan","chippewa","1962-09-11","-84.22793173871551","46.324918946815885","[""idigbio_georeference""]"
"28608987-6c17-49b4-9ba3-a51d43ab6bb6","lynx","canadensis","doyles","canada","newfoundland and labrador","","1954-12-30","-59.1833333333333","47.8333333333333","[""idigbio_georeference""]"
"23cae8a6-b7c6-4063-80c3-422746f3e2cb","lynx","canadensis","117 mi ne of anchorage","united states","alaska","","1952-11-02","-147.41829","62.38922","[""geolocate_georeference""]"
"24a81032-b3de-43d3-b88f-cc71b0d15d0f","lynx","canadensis","slana river","united states","alaska","","1965-12-21","-144.008333","62.7","[""geolocate_georeference""]"
"25c5e497-864b-4d70-b8d4-454f6ba5ce58","lynx","canadensis","charters township","canada","ontario","timiskaming","1980-02-27","-80.7166667","47.55","[""idigbio_georeference""]"
"25f69f9e-548b-4895-ac7e-ab986f0467ca","lynx","canadensis","chulitna valley","united states","alaska","","","-149.75","62.93","[""idigbio_georeference""]"
"26c3854b-234e-49e7-9dcb-3bbd2774920e","lynx","canadensis","mccord creek","united states","alaska","","1994-12-01","-141","63.6166666667","[""idigbio_georeference""]"
"26e913ab-e735-49c2-b0cb-093ea7d0ae77","lynx","canadensis","drewsey, vicinity of; stinkingwater mountains","united states","oregon","harney co","1993-01-08","-118.37743428332992","43.80657993907553","[""idigbio_georeference""]"
"25f6040f-8ac1-4b59-9f93-933fbaad1e07","lynx","canadensis","kenny lake, copper center","united states","alaska","","1880-01-01","-145.329729","61.97696","[""geolocate_georeference""]"
"266a1b48-c13e-4fa9-bb2d-e94a3f2210f6","lynx","canadensis","fox","united states","alaska","","1966-02-22","-147.618333","64.958056","[""geolocate_georeference""]"
"268fe533-b6af-491c-b239-82e68db41dbe","lynx","canadensis","whiteshell park, crowduck lake","canada","manitoba","","1981-12-27","-95.25","50.133333","[""geolocate_georeference""]"
"26ad5a9e-bf9e-470c-b3d4-d01843aa16d4","lynx","canadensis","wood river","united states","alaska","","1973-01-21","-148.679167","64.585","[""geolocate_georeference""]"
"26bbc973-4343-4d76-8d41-cc9820526c29","lynx","canadensis","chicken","united states","alaska","","1916-02-05","-141.936111","64.073333","[""geolocate_georeference""]"
"273f2d8f-c116-4115-ab57-e20cb99663c7","lynx","canadensis","tacla lake, nw arm","canada","british columbia","","","-125.866667","55.2","[""geolocate_georeference""]"
"27f1101d-5c35-4c1e-868a-1f33cd333cc0","lynx","canadensis","price township","canada","ontario","cochrane","1979-11-03","-81.4166667","48.3333333","[""idigbio_georeference""]"
"2814f2b3-57a5-473e-909d-0865a8fd47fd","lynx","canadensis","davies township","canada","ontario","sudbury","1980-01-05","-86.05","49.1666667","[""idigbio_georeference""]"
"285ef63d-3802-4c2b-b78e-9ad0aa6989f0","lynx","canadensis","chatanika river","united states","alaska","","1955-12-06","-147.5","65","[""idigbio_georeference""]"
"27491fd2-9e61-4c28-ac98-e1073fbc2b57","lynx","canadensis","fork of blindman and red deer rivers","canada","alberta","","1897-01-21","-113.8","52.266667","[""geolocate_georeference""]"
"27574f05-1609-46c6-96af-c9e453d87497","lynx","canadensis","hard luck creek","united states","alaska","","1991-12-07","-141.630556","65.291667","[""geolocate_georeference""]"
"28ca35d8-51f4-4bfa-8c7d-0718a1a02dff","lynx","canadensis","little owyhee","united states","nevada","","1916-06-27","-116.098709","41.947679","[""geolocate_georeference""]"
"29599074-1fcd-4bca-bb39-4f0ba7fe16e8","lynx","canadensis","gardiner creek","united states","alaska","","","-141.51","62.81","[""idigbio_georeference""]"
